"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A2301","","B1101","","B1106","","C120110","","C210715","","C3101","","C3107","","C3401","","D2201","","H6133","","I5101","","#A03506","","#A05101","","#F01201","","#I0910103",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A2301_住民基本台帳人口（総数）【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C210715_事業所数（小売業）【所】","注釈","C3101_農業産出額【百万円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","H6133_百貨店、総合スーパー数【事業所】","注釈","I5101_病院数【施設】","注釈","#A03506_65歳以上人口割合【％】","注釈","#A05101_人口増減率【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#I0910103_一般病院数（人口10万人当たり）【施設】","注釈"
"2007100000","2007年度","43512","熊本県 山江村","","***","","***","","12,120","","***","","2,673,476","","***","","***","","540","","495","","0.15","","***","","0","","***","","***","","***","","***",""
"2007100000","2007年度","43513","熊本県 球磨村","","***","","***","","20,773","","***","","2,853,600","","***","","***","","721","","592","","0.15","","***","","0","","***","","***","","***","","***",""
"2007100000","2007年度","43514","熊本県 あさぎり町","","***","","***","","15,949","","***","","13,424,004","","***","","***","","3,030","","9,844","","0.26","","***","","1","","***","","***","","***","","***",""
"2007100000","2007年度","43531","熊本県 苓北町","","***","","***","","6,708","","***","","6,801,110","","***","","***","","698","","3,152","","0.93","","***","","4","","***","","***","","***","","***",""
"2006100000","2006年度","43100","熊本県 熊本市","","***","","***","","38,950","","***","","930,702,968","","***","","44,420","","12,580","","408,289","","-","","***","","99","","***","","***","","***","","***",""
"2006100000","2006年度","43101","熊本県 熊本市 中央区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2006100000","2006年度","43102","熊本県 熊本市 東区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2006100000","2006年度","43103","熊本県 熊本市 西区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2006100000","2006年度","43104","熊本県 熊本市 南区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2006100000","2006年度","43105","熊本県 熊本市 北区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2006100000","2006年度","43202","熊本県 八代市","","***","","***","","68,024","","***","","132,299,503","","***","","28,430","","7,700","","237,337","","0.51","","***","","12","","***","","***","","***","","***",""
"2006100000","2006年度","43203","熊本県 人吉市","","***","","***","","21,055","","***","","37,667,634","","***","","4,010","","1,630","","28,451","","0.49","","***","","10","","***","","***","","***","","***",""
"2006100000","2006年度","43204","熊本県 荒尾市","","***","","***","","5,715","","***","","54,830,146","","***","","3,240","","1,580","","28,669","","0.47","","***","","5","","***","","***","","***","","***",""
"2006100000","2006年度","43205","熊本県 水俣市","","***","","***","","16,288","","***","","27,776,818","","***","","2,530","","1,000","","67,160","","0.38","","***","","8","","***","","***","","***","","***",""
"2006100000","2006年度","43206","熊本県 玉名市","","***","","***","","15,255","","***","","72,518,543","","***","","20,920","","6,690","","79,092","","0.43","","***","","5","","***","","***","","***","","***",""
"2006100000","2006年度","43208","熊本県 山鹿市","","***","","***","","29,967","","***","","51,629,310","","***","","16,240","","7,220","","66,583","","0.34","","***","","6","","***","","***","","***","","***",""
"2006100000","2006年度","43210","熊本県 菊池市","","***","","***","","27,666","","***","","49,719,814","","***","","28,240","","6,160","","173,157","","0.45","","***","","5","","***","","***","","***","","***",""
"2006100000","2006年度","43211","熊本県 宇土市","","***","","***","","7,419","","***","","38,605,639","","***","","5,040","","2,030","","70,316","","0.46","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43212","熊本県 上天草市","","***","","***","","12,612","","***","","28,494,236","","***","","2,790","","1,360","","13,444","","0.27","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43213","熊本県 宇城市","","***","","***","","18,856","","***","","58,655,008","","***","","18,620","","6,050","","113,090","","0.42","","***","","8","","***","","***","","***","","***",""
"2006100000","2006年度","43214","熊本県 阿蘇市","","***","","***","","37,625","","***","","26,475,763","","***","","11,890","","9,580","","59,355","","0.37","","***","","4","","***","","***","","***","","***",""
"2006100000","2006年度","43215","熊本県 天草市","","***","","***","","68,315","","***","","78,771,973","","***","","10,230","","6,200","","28,884","","0.28","","***","","14","","***","","***","","***","","***",""
"2006100000","2006年度","43216","熊本県 合志市","","***","","***","","5,317","","***","","65,281,446","","***","","8,000","","2,290","","289,157","","0.61","","***","","5","","***","","***","","***","","***",""
"2006100000","2006年度","43348","熊本県 美里町","","***","","***","","14,403","","***","","8,792,460","","***","","2,110","","1,340","","4,308","","0.27","","***","","3","","***","","***","","***","","***",""
"2006100000","2006年度","43364","熊本県 玉東町","","***","","***","","2,440","","***","","4,580,802","","***","","2,570","","815","","2,552","","0.22","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43367","熊本県 南関町","","***","","***","","6,896","","***","","9,253,833","","***","","2,350","","1,620","","37,880","","0.37","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43368","熊本県 長洲町","","***","","***","","1,943","","***","","17,574,450","","***","","1,000","","721","","159,624","","0.55","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43369","熊本県 和水町","","***","","***","","9,875","","***","","9,566,687","","***","","4,690","","2,090","","103,103","","0.28","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43403","熊本県 大津町","","***","","***","","9,909","","***","","33,657,722","","***","","7,020","","2,300","","445,243","","0.99","","***","","2","","***","","***","","***","","***",""
"2006100000","2006年度","43404","熊本県 菊陽町","","***","","***","","3,757","","***","","40,255,607","","***","","3,740","","1,490","","136,823","","0.75","","***","","4","","***","","***","","***","","***",""
"2006100000","2006年度","43423","熊本県 南小国町","","***","","***","","11,586","","***","","4,372,356","","***","","2,810","","1,170","","1,002","","0.24","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43424","熊本県 小国町","","***","","***","","13,700","","***","","6,655,373","","***","","2,410","","1,730","","2,488","","0.24","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43425","熊本県 産山村","","***","","***","","6,072","","***","","1,039,794","","***","","1,830","","1,020","","X","","0.18","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43428","熊本県 高森町","","***","","***","","17,490","","***","","5,538,043","","***","","2,390","","2,570","","7,006","","0.24","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43432","熊本県 西原村","","***","","***","","7,723","","***","","5,948,634","","***","","3,550","","1,330","","29,261","","0.38","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43433","熊本県 南阿蘇村","","***","","***","","13,730","","***","","9,510,356","","***","","3,670","","3,540","","1,346","","0.32","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43441","熊本県 御船町","","***","","***","","9,900","","***","","16,388,749","","***","","2,570","","1,610","","11,311","","0.36","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43442","熊本県 嘉島町","","***","","***","","1,666","","***","","9,232,230","","***","","1,180","","858","","50,820","","0.72","","***","","2","","***","","***","","***","","***",""
"2006100000","2006年度","43443","熊本県 益城町","","***","","***","","6,567","","***","","34,644,751","","***","","5,020","","2,410","","54,214","","0.54","","***","","4","","***","","***","","***","","***",""
"2006100000","2006年度","43444","熊本県 甲佐町","","***","","***","","5,787","","***","","9,361,415","","***","","2,690","","1,290","","13,550","","0.34","","***","","2","","***","","***","","***","","***",""
"2006100000","2006年度","43447","熊本県 山都町","","***","","***","","54,483","","***","","12,643,222","","***","","7,000","","5,440","","8,216","","0.21","","***","","4","","***","","***","","***","","***",""
"2006100000","2006年度","43468","熊本県 氷川町","","***","","***","","3,329","","***","","11,137,287","","***","","5,810","","1,670","","703","","0.30","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43482","熊本県 芦北町","","***","","***","","23,380","","***","","16,712,566","","***","","4,550","","1,770","","17,138","","0.32","","***","","2","","***","","***","","***","","***",""
"2006100000","2006年度","43484","熊本県 津奈木町","","***","","***","","3,397","","***","","3,928,919","","***","","1,080","","369","","1,787","","0.27","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43501","熊本県 錦町","","***","","***","","8,487","","***","","9,624,865","","***","","5,680","","1,770","","55,196","","0.42","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43505","熊本県 多良木町","","***","","***","","16,587","","***","","9,686,054","","***","","3,370","","1,740","","6,917","","0.27","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43506","熊本県 湯前町","","***","","***","","4,841","","***","","3,211,275","","***","","1,270","","607","","2,814","","0.17","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43507","熊本県 水上村","","***","","***","","19,211","","***","","1,704,505","","***","","570","","489","","1,576","","0.18","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43510","熊本県 相良村","","***","","***","","9,454","","***","","3,821,475","","***","","3,060","","839","","2,318","","0.19","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43511","熊本県 五木村","","***","","***","","25,294","","***","","1,115,017","","***","","90","","147","","X","","0.22","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43512","熊本県 山江村","","***","","***","","12,120","","***","","2,628,663","","***","","580","","550","","151","","0.15","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43513","熊本県 球磨村","","***","","***","","20,773","","***","","2,905,662","","***","","560","","721","","524","","0.14","","***","","0","","***","","***","","***","","***",""
"2006100000","2006年度","43514","熊本県 あさぎり町","","***","","***","","15,949","","***","","14,086,587","","***","","7,120","","3,040","","8,613","","0.26","","***","","1","","***","","***","","***","","***",""
"2006100000","2006年度","43531","熊本県 苓北町","","***","","***","","6,708","","***","","7,076,839","","***","","1,510","","705","","3,060","","1.03","","***","","4","","***","","***","","***","","***",""
"2005100000","2005年度","43100","熊本県 熊本市","","727,978","","***","","38,936","","***","","895,594,636","","***","","42,550","","12,656","","398,188","","-","","***","","102","","18.961","","0.99","","***","","11.8",""
"2005100000","2005年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","-","","-","","***","","-",""
"2005100000","2005年度","43102","熊本県 熊本市 東区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","-","","-","","***","","-",""
"2005100000","2005年度","43103","熊本県 熊本市 西区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","-","","-","","***","","-",""
"2005100000","2005年度","43104","熊本県 熊本市 南区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","-","","-","","***","","-",""
"2005100000","2005年度","43105","熊本県 熊本市 北区","","-","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","-","","-","","***","","-",""
"2005100000","2005年度","43202","熊本県 八代市","","136,886","","***","","68,024","","***","","127,632,520","","***","","30,190","","7,740","","210,260","","0.48","","***","","12","","25.669","","-2.68","","***","","7.3",""
"2005100000","2005年度","43203","熊本県 人吉市","","37,583","","***","","21,055","","***","","36,719,152","","***","","3,940","","1,630","","30,127","","0.48","","***","","10","","27.869","","-3.17","","***","","21.3",""
"2005100000","2005年度","43204","熊本県 荒尾市","","55,960","","***","","5,715","","***","","51,427,494","","***","","3,620","","1,590","","24,135","","0.45","","***","","5","","26.798","","-1.66","","***","","5.4",""
"2005100000","2005年度","43205","熊本県 水俣市","","29,120","","***","","16,288","","***","","26,615,962","","***","","2,470","","1,010","","48,690","","0.36","","***","","8","","29.856","","-6.51","","***","","20.6",""
"2005100000","2005年度","43206","熊本県 玉名市","","71,851","","***","","15,255","","***","","69,979,170","","***","","22,260","","6,720","","76,383","","0.41","","***","","5","","25.496","","-1.64","","***","","4.2",""
"2005100000","2005年度","43208","熊本県 山鹿市","","57,726","","***","","29,967","","***","","50,381,504","","***","","17,290","","7,240","","63,599","","0.32","","***","","6","","28.923","","-2.97","","***","","8.7",""
"2005100000","2005年度","43210","熊本県 菊池市","","51,862","","***","","27,666","","***","","48,495,023","","***","","30,500","","6,180","","155,373","","0.42","","***","","5","","26.006","","-1.47","","***","","7.7",""
"2005100000","2005年度","43211","熊本県 宇土市","","38,023","","***","","7,419","","***","","37,276,432","","***","","5,060","","2,050","","70,607","","0.43","","***","","2","","22.123","","2.06","","***","","2.6",""
"2005100000","2005年度","43212","熊本県 上天草市","","32,502","","***","","12,606","","***","","25,388,193","","***","","2,850","","1,370","","12,488","","0.25","","***","","1","","30.454","","-7.96","","***","","3.1",""
"2005100000","2005年度","43213","熊本県 宇城市","","63,089","","***","","18,855","","***","","57,270,141","","***","","18,630","","6,070","","107,366","","0.40","","***","","7","","25.500","","-1.37","","***","","9.5",""
"2005100000","2005年度","43214","熊本県 阿蘇市","","29,636","","***","","37,625","","***","","26,176,084","","***","","12,200","","9,590","","54,689","","0.36","","***","","4","","30.169","","-2.70","","***","","10.1",""
"2005100000","2005年度","43215","熊本県 天草市","","96,473","","***","","68,307","","***","","76,587,540","","***","","12,160","","6,320","","-","","0.26","","***","","14","","30.906","","-6.25","","***","","11.4",""
"2005100000","2005年度","43216","熊本県 合志市","","51,647","","***","","5,317","","***","","62,377,823","","***","","8,630","","2,300","","261,194","","0.55","","***","","5","","18.541","","4.57","","***","","7.7",""
"2005100000","2005年度","43348","熊本県 美里町","","12,254","","***","","14,403","","***","","8,453,701","","***","","2,280","","1,340","","4,116","","0.26","","***","","3","","35.890","","-5.51","","***","","24.5",""
"2005100000","2005年度","43364","熊本県 玉東町","","5,626","","***","","2,440","","***","","4,613,358","","***","","2,530","","820","","2,455","","0.21","","***","","0","","28.102","","-2.68","","***","","0.0",""
"2005100000","2005年度","43367","熊本県 南関町","","11,203","","***","","6,896","","***","","8,691,550","","***","","2,510","","1,630","","33,709","","0.37","","***","","0","","31.295","","-5.23","","***","","0.0",""
"2005100000","2005年度","43368","熊本県 長洲町","","17,381","","***","","1,943","","***","","16,880,511","","***","","1,130","","726","","146,119","","0.55","","***","","1","","23.854","","-3.20","","***","","5.8",""
"2005100000","2005年度","43369","熊本県 和水町","","11,900","","***","","9,875","","***","","9,354,655","","***","","4,900","","2,100","","101,480","","0.27","","***","","1","","34.176","","-3.95","","***","","8.4",""
"2005100000","2005年度","43403","熊本県 大津町","","29,107","","***","","9,909","","***","","32,448,347","","***","","7,510","","2,310","","417,690","","0.90","","***","","2","","19.078","","3.88","","***","","6.9",""
"2005100000","2005年度","43404","熊本県 菊陽町","","32,434","","***","","3,757","","***","","36,997,371","","***","","3,770","","1,490","","106,560","","0.72","","***","","4","","15.943","","14.37","","***","","9.2",""
"2005100000","2005年度","43423","熊本県 南小国町","","4,687","","***","","11,586","","***","","4,040,820","","***","","2,670","","1,190","","1,038","","0.24","","***","","0","","31.854","","0.64","","***","","0.0",""
"2005100000","2005年度","43424","熊本県 小国町","","8,621","","***","","13,700","","***","","6,708,770","","***","","2,510","","1,750","","2,370","","0.24","","***","","1","","30.936","","-3.72","","***","","11.6",""
"2005100000","2005年度","43425","熊本県 産山村","","1,708","","***","","6,072","","***","","1,116,998","","***","","1,650","","1,030","","X","","0.18","","***","","0","","33.080","","-6.36","","***","","0.0",""
"2005100000","2005年度","43428","熊本県 高森町","","7,081","","***","","17,490","","***","","5,569,995","","***","","2,470","","2,580","","5,995","","0.23","","***","","0","","32.834","","-3.00","","***","","0.0",""
"2005100000","2005年度","43432","熊本県 西原村","","6,352","","***","","7,723","","***","","5,944,493","","***","","3,640","","1,360","","24,332","","0.38","","***","","0","","24.386","","10.89","","***","","0.0",""
"2005100000","2005年度","43433","熊本県 南阿蘇村","","12,254","","***","","13,730","","***","","9,112,032","","***","","3,910","","3,550","","1,255","","0.30","","***","","1","","29.142","","-1.46","","***","","8.2",""
"2005100000","2005年度","43441","熊本県 御船町","","18,116","","***","","9,900","","***","","15,569,317","","***","","2,530","","1,610","","11,370","","0.34","","***","","1","","25.569","","-2.24","","***","","0.0",""
"2005100000","2005年度","43442","熊本県 嘉島町","","8,492","","***","","1,666","","***","","9,424,322","","***","","1,300","","860","","46,273","","0.62","","***","","2","","23.858","","4.26","","***","","23.6",""
"2005100000","2005年度","43443","熊本県 益城町","","32,782","","***","","6,567","","***","","32,905,432","","***","","5,120","","2,410","","53,845","","0.53","","***","","4","","21.463","","1.93","","***","","9.2",""
"2005100000","2005年度","43444","熊本県 甲佐町","","11,604","","***","","5,787","","***","","9,004,909","","***","","2,720","","1,290","","12,753","","0.33","","***","","2","","31.343","","-3.40","","***","","17.2",""
"2005100000","2005年度","43447","熊本県 山都町","","18,761","","***","","54,483","","***","","12,741,452","","***","","7,140","","5,450","","8,029","","0.19","","***","","4","","37.008","","-7.73","","***","","21.3",""
"2005100000","2005年度","43468","熊本県 氷川町","","13,232","","***","","3,329","","***","","10,762,622","","***","","6,120","","1,670","","736","","0.27","","***","","1","","27.668","","-3.59","","***","","7.6",""
"2005100000","2005年度","43482","熊本県 芦北町","","20,840","","***","","23,371","","***","","16,027,555","","***","","4,860","","1,790","","18,506","","0.30","","***","","2","","33.119","","-6.85","","***","","9.6",""
"2005100000","2005年度","43484","熊本県 津奈木町","","5,424","","***","","3,397","","***","","3,609,260","","***","","1,140","","374","","1,845","","0.26","","***","","0","","32.043","","-5.52","","***","","0.0",""
"2005100000","2005年度","43501","熊本県 錦町","","11,647","","***","","8,487","","***","","9,681,687","","***","","5,590","","1,770","","49,450","","0.40","","***","","0","","23.233","","-2.74","","***","","0.0",""
"2005100000","2005年度","43505","熊本県 多良木町","","11,398","","***","","16,587","","***","","9,584,136","","***","","3,660","","1,740","","7,416","","0.26","","***","","1","","31.251","","-5.58","","***","","8.8",""
"2005100000","2005年度","43506","熊本県 湯前町","","4,726","","***","","4,841","","***","","3,090,718","","***","","1,420","","608","","3,080","","0.17","","***","","0","","33.115","","-5.82","","***","","0.0",""
"2005100000","2005年度","43507","熊本県 水上村","","2,597","","***","","19,211","","***","","1,704,941","","***","","580","","492","","1,682","","0.17","","***","","1","","37.466","","-4.03","","***","","38.5",""
"2005100000","2005年度","43510","熊本県 相良村","","5,398","","***","","9,454","","***","","3,870,924","","***","","3,350","","834","","2,776","","0.19","","***","","0","","30.511","","-2.32","","***","","0.0",""
"2005100000","2005年度","43511","熊本県 五木村","","1,358","","***","","25,294","","***","","1,357,154","","***","","100","","147","","422","","0.22","","***","","0","","39.838","","-11.24","","***","","0.0",""
"2005100000","2005年度","43512","熊本県 山江村","","3,901","","***","","12,120","","***","","2,563,977","","***","","560","","550","","149","","0.15","","***","","0","","27.403","","-4.95","","***","","0.0",""
"2005100000","2005年度","43513","熊本県 球磨村","","4,786","","***","","20,773","","***","","2,896,240","","***","","580","","719","","592","","0.14","","***","","0","","35.980","","-7.98","","***","","0.0",""
"2005100000","2005年度","43514","熊本県 あさぎり町","","17,300","","***","","15,949","","***","","13,746,714","","***","","7,810","","3,050","","9,056","","0.26","","***","","1","","28.092","","-2.54","","***","","5.8",""
"2005100000","2005年度","43531","熊本県 苓北町","","8,927","","***","","6,708","","***","","7,147,725","","***","","1,800","","715","","3,256","","0.97","","***","","4","","32.116","","-5.39","","***","","44.8",""
"2004100000","2004年度","43100","熊本県 熊本市","","***","","***","","38,936","","***","","882,837,997","","***","","43,360","","12,748","","393,283","","-","","***","","102","","***","","***","","***","","***",""
"2004100000","2004年度","43101","熊本県 熊本市 中央区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2004100000","2004年度","43102","熊本県 熊本市 東区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2004100000","2004年度","43103","熊本県 熊本市 西区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2004100000","2004年度","43104","熊本県 熊本市 南区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2004100000","2004年度","43105","熊本県 熊本市 北区","","***","","***","","-","","***","","-","","***","","-","","-","","-","","-","","***","","-","","***","","***","","***","","***",""
"2004100000","2004年度","43202","熊本県 八代市","","***","","***","","68,022","","***","","126,832,310","","***","","30,340","","7,750","","190,840","","-","","***","","12","","***","","***","","***","","***",""
"2004100000","2004年度","43203","熊本県 人吉市","","***","","***","","21,055","","***","","37,083,572","","***","","3,510","","1,660","","31,038","","0.47","","***","","10","","***","","***","","***","","***",""
"2004100000","2004年度","43204","熊本県 荒尾市","","***","","***","","5,715","","***","","50,090,354","","***","","3,070","","1,600","","24,717","","0.44","","***","","5","","***","","***","","***","","***",""
"2004100000","2004年度","43205","熊本県 水俣市","","***","","***","","16,287","","***","","25,834,616","","***","","2,750","","1,010","","45,381","","0.34","","***","","9","","***","","***","","***","","***",""
"2004100000","2004年度","43206","熊本県 玉名市","","***","","***","","15,253","","***","","69,537,022","","***","","22,370","","6,740","","82,446","","-","","***","","5","","***","","***","","***","","***",""
"2004100000","2004年度","43208","熊本県 山鹿市","","***","","***","","29,967","","***","","49,887,409","","***","","16,970","","7,270","","60,255","","0.29","","***","","6","","***","","***","","***","","***",""
"2004100000","2004年度","43210","熊本県 菊池市","","***","","***","","27,666","","***","","47,905,405","","***","","29,300","","6,210","","146,901","","0.39","","***","","5","","***","","***","","***","","***",""
"2004100000","2004年度","43211","熊本県 宇土市","","***","","***","","7,419","","***","","36,406,740","","***","","5,010","","2,080","","70,926","","0.42","","***","","2","","***","","***","","***","","***",""
"2004100000","2004年度","43212","熊本県 上天草市","","***","","***","","12,606","","***","","25,099,897","","***","","2,960","","1,380","","10,883","","0.24","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43213","熊本県 宇城市","","***","","***","","18,855","","***","","56,423,257","","***","","17,580","","6,090","","101,705","","0.38","","***","","7","","***","","***","","***","","***",""
"2004100000","2004年度","43214","熊本県 阿蘇市","","***","","***","","37,625","","***","","26,029,218","","***","","11,560","","9,590","","51,824","","0.35","","***","","4","","***","","***","","***","","***",""
"2004100000","2004年度","43215","熊本県 天草市","","***","","***","","68,296","","***","","76,714,918","","***","","12,330","","6,406","","28,775","","-","","***","","14","","***","","***","","***","","***",""
"2004100000","2004年度","43216","熊本県 合志市","","***","","***","","5,317","","***","","60,027,711","","***","","8,720","","2,320","","285,877","","-","","***","","5","","***","","***","","***","","***",""
"2004100000","2004年度","43348","熊本県 美里町","","***","","***","","14,403","","***","","8,377,469","","***","","2,260","","1,350","","4,147","","0.23","","***","","3","","***","","***","","***","","***",""
"2004100000","2004年度","43364","熊本県 玉東町","","***","","***","","2,440","","***","","4,313,185","","***","","2,740","","821","","3,458","","0.20","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43367","熊本県 南関町","","***","","***","","6,896","","***","","8,529,697","","***","","2,510","","1,640","","32,417","","0.37","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43368","熊本県 長洲町","","***","","***","","1,943","","***","","16,226,277","","***","","1,030","","732","","145,935","","0.52","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43369","熊本県 和水町","","***","","***","","9,875","","***","","9,207,426","","***","","4,780","","2,120","","103,248","","-","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43403","熊本県 大津町","","***","","***","","9,909","","***","","31,409,560","","***","","7,700","","2,330","","430,577","","0.76","","***","","2","","***","","***","","***","","***",""
"2004100000","2004年度","43404","熊本県 菊陽町","","***","","***","","3,757","","***","","34,401,624","","***","","3,690","","1,500","","69,623","","0.70","","***","","4","","***","","***","","***","","***",""
"2004100000","2004年度","43423","熊本県 南小国町","","***","","***","","11,586","","***","","4,071,686","","***","","2,480","","1,210","","1,082","","0.23","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43424","熊本県 小国町","","***","","***","","13,700","","***","","7,061,340","","***","","2,110","","1,780","","2,426","","0.24","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43425","熊本県 産山村","","***","","***","","6,072","","***","","1,155,339","","***","","1,520","","1,040","","X","","0.17","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43428","熊本県 高森町","","***","","***","","17,490","","***","","5,552,247","","***","","2,650","","2,600","","5,920","","0.23","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43432","熊本県 西原村","","***","","***","","7,723","","***","","5,716,074","","***","","3,630","","1,390","","25,040","","0.38","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43433","熊本県 南阿蘇村","","***","","***","","13,730","","***","","9,070,625","","***","","3,510","","3,560","","-","","0.27","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43441","熊本県 御船町","","***","","***","","9,900","","***","","15,468,774","","***","","2,580","","1,620","","13,319","","0.33","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43442","熊本県 嘉島町","","***","","***","","1,666","","***","","8,482,338","","***","","1,250","","861","","46,710","","0.57","","***","","2","","***","","***","","***","","***",""
"2004100000","2004年度","43443","熊本県 益城町","","***","","***","","6,567","","***","","32,044,974","","***","","5,140","","2,420","","49,292","","0.52","","***","","4","","***","","***","","***","","***",""
"2004100000","2004年度","43444","熊本県 甲佐町","","***","","***","","5,787","","***","","8,877,143","","***","","2,840","","1,290","","11,349","","0.31","","***","","2","","***","","***","","***","","***",""
"2004100000","2004年度","43447","熊本県 山都町","","***","","***","","54,483","","***","","12,693,291","","***","","7,370","","5,470","","9,716","","0.18","","***","","4","","***","","***","","***","","***",""
"2004100000","2004年度","43468","熊本県 氷川町","","***","","***","","3,329","","***","","11,785,121","","***","","5,510","","1,679","","758","","-","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43482","熊本県 芦北町","","***","","***","","23,371","","***","","15,957,833","","***","","5,350","","1,800","","17,905","","0.24","","***","","2","","***","","***","","***","","***",""
"2004100000","2004年度","43484","熊本県 津奈木町","","***","","***","","3,397","","***","","3,492,166","","***","","1,330","","375","","1,744","","0.21","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43501","熊本県 錦町","","***","","***","","8,487","","***","","9,573,360","","***","","5,430","","1,780","","53,996","","0.39","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43505","熊本県 多良木町","","***","","***","","16,587","","***","","9,764,316","","***","","4,040","","1,750","","7,976","","0.25","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43506","熊本県 湯前町","","***","","***","","4,841","","***","","3,133,274","","***","","1,590","","608","","3,054","","0.16","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43507","熊本県 水上村","","***","","***","","19,211","","***","","1,659,775","","***","","600","","508","","1,708","","0.16","","***","","1","","***","","***","","***","","***",""
"2004100000","2004年度","43510","熊本県 相良村","","***","","***","","9,454","","***","","3,815,804","","***","","3,400","","835","","2,828","","0.19","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43511","熊本県 五木村","","***","","***","","25,294","","***","","1,452,995","","***","","100","","150","","651","","0.22","","***","","0","","***","","***","","***","","***",""
"2004100000","2004年度","43512","熊本県 山江村","","***","","***","","12,120","","***","","2,539,305","","***","","610","","601","","122","","0.14","","***","","0","","***","","***","","***","","***",""
