"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A2301","","B1101","","B1106","","C120110","","C210715","","C3101","","C3107","","C3401","","D2201","","H6133","","I5101","","#A03506","","#A05101","","#F01201","","#I0910103",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A2301_住民基本台帳人口（総数）【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C210715_事業所数（小売業）【所】","注釈","C3101_農業産出額【百万円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","H6133_百貨店、総合スーパー数【事業所】","注釈","I5101_病院数【施設】","注釈","#A03506_65歳以上人口割合【％】","注釈","#A05101_人口増減率【％】","注釈","#F01201_第1次産業就業者比率【％】","注釈","#I0910103_一般病院数（人口10万人当たり）【施設】","注釈"
"2020100000","2020年度","43428","熊本県 高森町","","5,789","","6,253","","17,506","","***","","5,680,707","","***","","***","","2,400","","7,665","","0.25","","***","","0","","43.237","","-8.47","","21.43","","0.0",""
"2020100000","2020年度","43432","熊本県 西原村","","6,426","","6,749","","7,722","","***","","7,269,050","","***","","***","","1,140","","37,075","","0.39","","***","","0","","31.528","","-5.53","","16.00","","0.0",""
"2020100000","2020年度","43433","熊本県 南阿蘇村","","9,836","","10,373","","13,732","","***","","9,320,947","","***","","***","","3,180","","4,853","","0.25","","***","","1","","42.710","","-14.49","","21.04","","10.2",""
"2020100000","2020年度","43441","熊本県 御船町","","16,303","","16,975","","9,903","","***","","16,730,802","","***","","***","","1,400","","11,562","","0.37","","***","","1","","34.736","","-5.42","","8.87","","0.0",""
"2020100000","2020年度","43442","熊本県 嘉島町","","9,547","","9,766","","1,665","","***","","12,174,679","","***","","***","","787","","33,753","","0.70","","***","","2","","26.511","","5.45","","7.30","","20.9",""
"2020100000","2020年度","43443","熊本県 益城町","","32,510","","33,357","","6,568","","***","","36,993,779","","***","","***","","2,240","","64,768","","0.56","","***","","3","","29.966","","-3.28","","7.17","","6.2",""
"2020100000","2020年度","43444","熊本県 甲佐町","","10,132","","10,445","","5,793","","***","","9,212,298","","***","","***","","1,200","","11,249","","0.32","","***","","2","","39.351","","-5.46","","14.41","","19.7",""
"2020100000","2020年度","43447","熊本県 山都町","","13,503","","14,367","","54,467","","***","","11,352,001","","***","","***","","4,970","","6,175","","0.22","","***","","4","","50.144","","-10.87","","37.47","","29.6",""
"2020100000","2020年度","43468","熊本県 氷川町","","11,094","","11,551","","3,336","","***","","11,006,206","","***","","***","","1,560","","643","","0.29","","***","","1","","38.742","","-7.50","","27.80","","9.0",""
"2020100000","2020年度","43482","熊本県 芦北町","","15,681","","16,556","","23,401","","***","","14,195,373","","***","","***","","1,440","","11,910","","0.35","","***","","3","","44.799","","-11.21","","15.31","","19.1",""
"2020100000","2020年度","43484","熊本県 津奈木町","","4,254","","4,460","","3,408","","***","","3,512,277","","***","","***","","289","","2,495","","0.23","","***","","0","","42.078","","-8.97","","16.42","","0.0",""
"2020100000","2020年度","43501","熊本県 錦町","","10,288","","10,549","","8,504","","***","","9,762,590","","***","","***","","1,620","","27,312","","0.40","","***","","0","","33.243","","-4.44","","18.82","","0.0",""
"2020100000","2020年度","43505","熊本県 多良木町","","9,076","","9,227","","16,586","","***","","8,754,008","","***","","***","","1,650","","5,342","","0.24","","***","","1","","42.739","","-7.30","","21.05","","11.0",""
"2020100000","2020年度","43506","熊本県 湯前町","","3,627","","3,752","","4,837","","***","","2,925,845","","***","","***","","577","","2,560","","0.17","","***","","0","","44.141","","-8.98","","23.29","","0.0",""
"2020100000","2020年度","43507","熊本県 水上村","","2,033","","2,135","","19,096","","***","","1,615,239","","***","","***","","369","","1,393","","0.16","","***","","0","","44.368","","-8.92","","28.32","","0.0",""
"2020100000","2020年度","43510","熊本県 相良村","","4,070","","4,260","","9,454","","***","","3,752,983","","***","","***","","764","","9,527","","0.20","","***","","0","","43.096","","-8.91","","20.50","","0.0",""
"2020100000","2020年度","43511","熊本県 五木村","","931","","1,033","","25,292","","***","","961,538","","***","","***","","76","","325","","0.22","","***","","0","","47.905","","-11.75","","18.26","","0.0",""
"2020100000","2020年度","43512","熊本県 山江村","","3,238","","3,404","","12,119","","***","","2,722,085","","***","","***","","416","","563","","0.15","","***","","0","","36.072","","-5.38","","17.65","","0.0",""
"2020100000","2020年度","43513","熊本県 球磨村","","2,433","","3,368","","20,758","","***","","2,602,467","","***","","***","","562","","201","","0.15","","***","","0","","44.677","","-34.21","","19.12","","0.0",""
"2020100000","2020年度","43514","熊本県 あさぎり町","","14,676","","15,098","","15,956","","***","","13,837,452","","***","","***","","2,930","","13,402","","0.24","","***","","1","","38.382","","-5.46","","22.26","","6.8",""
"2020100000","2020年度","43531","熊本県 苓北町","","7,114","","6,971","","6,758","","***","","6,534,477","","***","","***","","630","","1,518","","0.48","","***","","3","","43.168","","-8.08","","15.00","","42.2",""
"2019100000","2019年度","43100","熊本県 熊本市","","***","","733,721","","39,032","","6,326","","1,034,810,683","","***","","***","","11,400","","458,054","","0.70","","***","","95","","***","","***","","***","","***",""
"2019100000","2019年度","43101","熊本県 熊本市 中央区","","***","","177,694","","2,545","","193","","-","","***","","***","","-","","13,843","","-","","***","","39","","***","","***","","***","","***",""
"2019100000","2019年度","43102","熊本県 熊本市 東区","","***","","190,464","","5,019","","243","","-","","***","","***","","-","","84,851","","-","","***","","17","","***","","***","","***","","***",""
"2019100000","2019年度","43103","熊本県 熊本市 西区","","***","","90,508","","8,933","","2,315","","-","","***","","***","","-","","22,512","","-","","***","","8","","***","","***","","***","","***",""
"2019100000","2019年度","43104","熊本県 熊本市 南区","","***","","131,908","","11,001","","950","","-","","***","","***","","-","","145,368","","-","","***","","16","","***","","***","","***","","***",""
"2019100000","2019年度","43105","熊本県 熊本市 北区","","***","","143,147","","11,534","","2,625","","-","","***","","***","","-","","191,481","","-","","***","","15","","***","","***","","***","","***",""
"2019100000","2019年度","43202","熊本県 八代市","","***","","126,667","","68,136","","49,820","","136,733,260","","***","","***","","7,260","","275,322","","0.50","","***","","10","","***","","***","","***","","***",""
"2019100000","2019年度","43203","熊本県 人吉市","","***","","32,282","","21,055","","15,782","","34,922,651","","***","","***","","1,500","","19,058","","0.44","","***","","11","","***","","***","","***","","***",""
"2019100000","2019年度","43204","熊本県 荒尾市","","***","","52,252","","5,737","","912","","52,562,126","","***","","***","","1,420","","38,348","","0.49","","***","","5","","***","","***","","***","","***",""
"2019100000","2019年度","43205","熊本県 水俣市","","***","","24,275","","16,329","","12,065","","23,949,465","","***","","***","","930","","42,129","","0.38","","***","","8","","***","","***","","***","","***",""
"2019100000","2019年度","43206","熊本県 玉名市","","***","","66,223","","15,260","","2,580","","72,143,314","","***","","***","","6,340","","57,806","","0.44","","***","","5","","***","","***","","***","","***",""
"2019100000","2019年度","43208","熊本県 山鹿市","","***","","51,599","","29,969","","15,440","","50,675,073","","***","","***","","6,960","","73,211","","0.34","","***","","6","","***","","***","","***","","***",""
"2019100000","2019年度","43210","熊本県 菊池市","","***","","48,592","","27,685","","15,079","","49,482,192","","***","","***","","5,900","","201,520","","0.43","","***","","5","","***","","***","","***","","***",""
"2019100000","2019年度","43211","熊本県 宇土市","","***","","37,043","","7,430","","2,844","","40,258,870","","***","","***","","1,840","","75,230","","0.52","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43212","熊本県 上天草市","","***","","26,756","","12,694","","7,605","","24,366,847","","***","","***","","1,190","","12,116","","0.25","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43213","熊本県 宇城市","","***","","58,941","","18,861","","5,949","","61,448,008","","***","","***","","5,620","","130,226","","0.41","","***","","8","","***","","***","","***","","***",""
"2019100000","2019年度","43214","熊本県 阿蘇市","","***","","25,924","","37,630","","21,109","","27,124,389","","***","","***","","9,260","","90,257","","0.36","","***","","4","","***","","***","","***","","***",""
"2019100000","2019年度","43215","熊本県 天草市","","***","","79,694","","68,382","","46,202","","75,348,927","","***","","***","","5,070","","29,854","","0.27","","***","","14","","***","","***","","***","","***",""
"2019100000","2019年度","43216","熊本県 合志市","","***","","62,640","","5,319","","630","","79,723,407","","***","","***","","2,160","","432,026","","0.68","","***","","5","","***","","***","","***","","***",""
"2019100000","2019年度","43348","熊本県 美里町","","***","","9,903","","14,400","","10,402","","8,373,186","","***","","***","","1,210","","3,501","","0.24","","***","","2","","***","","***","","***","","***",""
"2019100000","2019年度","43364","熊本県 玉東町","","***","","5,240","","2,433","","761","","4,992,917","","***","","***","","767","","2,232","","0.31","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43367","熊本県 南関町","","***","","9,633","","6,892","","3,382","","8,748,063","","***","","***","","1,460","","82,423","","0.41","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43368","熊本県 長洲町","","***","","16,075","","1,944","","34","","15,810,775","","***","","***","","677","","159,690","","0.55","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43369","熊本県 和水町","","***","","9,848","","9,878","","5,160","","9,071,690","","***","","***","","1,960","","25,676","","0.25","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43403","熊本県 大津町","","***","","35,125","","9,910","","4,634","","44,605,649","","***","","***","","2,190","","239,477","","0.77","","***","","2","","***","","***","","***","","***",""
"2019100000","2019年度","43404","熊本県 菊陽町","","***","","42,306","","3,746","","427","","62,577,226","","***","","***","","1,430","","149,671","","0.98","","***","","4","","***","","***","","***","","***",""
"2019100000","2019年度","43423","熊本県 南小国町","","***","","4,019","","11,590","","9,273","","3,625,308","","***","","***","","1,040","","790","","0.21","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43424","熊本県 小国町","","***","","7,036","","13,694","","10,596","","6,495,682","","***","","***","","1,550","","2,045","","0.24","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43425","熊本県 産山村","","***","","1,512","","6,081","","4,220","","1,195,544","","***","","***","","938","","0","","0.16","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43428","熊本県 高森町","","***","","6,374","","17,506","","11,714","","5,722,841","","***","","***","","2,420","","6,246","","0.24","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43432","熊本県 西原村","","***","","6,764","","7,722","","4,253","","9,210,467","","***","","***","","1,130","","34,075","","0.42","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43433","熊本県 南阿蘇村","","***","","10,444","","13,732","","7,417","","9,318,588","","***","","***","","3,180","","4,754","","0.26","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43441","熊本県 御船町","","***","","16,892","","9,903","","5,554","","16,331,915","","***","","***","","1,450","","10,235","","0.37","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43442","熊本県 嘉島町","","***","","9,537","","1,665","","0","","11,919,106","","***","","***","","806","","37,537","","0.69","","***","","2","","***","","***","","***","","***",""
"2019100000","2019年度","43443","熊本県 益城町","","***","","33,099","","6,568","","1,976","","33,430,929","","***","","***","","2,240","","63,018","","0.56","","***","","3","","***","","***","","***","","***",""
"2019100000","2019年度","43444","熊本県 甲佐町","","***","","10,587","","5,793","","2,551","","9,022,118","","***","","***","","1,210","","12,106","","0.31","","***","","2","","***","","***","","***","","***",""
"2019100000","2019年度","43447","熊本県 山都町","","***","","14,677","","54,467","","39,032","","11,870,969","","***","","***","","5,030","","4,878","","0.22","","***","","4","","***","","***","","***","","***",""
"2019100000","2019年度","43468","熊本県 氷川町","","***","","11,791","","3,336","","333","","11,163,393","","***","","***","","1,570","","719","","0.29","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43482","熊本県 芦北町","","***","","16,983","","23,400","","18,268","","14,228,181","","***","","***","","1,520","","15,263","","0.34","","***","","3","","***","","***","","***","","***",""
"2019100000","2019年度","43484","熊本県 津奈木町","","***","","4,545","","3,408","","2,181","","3,417,321","","***","","***","","300","","2,303","","0.23","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43501","熊本県 錦町","","***","","10,552","","8,504","","4,804","","9,613,102","","***","","***","","1,660","","33,296","","0.40","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43505","熊本県 多良木町","","***","","9,429","","16,586","","13,148","","8,964,123","","***","","***","","1,670","","5,979","","0.24","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43506","熊本県 湯前町","","***","","3,809","","4,837","","3,545","","3,031,145","","***","","***","","581","","2,345","","0.17","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43507","熊本県 水上村","","***","","2,166","","19,096","","17,516","","1,582,965","","***","","***","","380","","1,380","","0.15","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43510","熊本県 相良村","","***","","4,398","","9,454","","6,928","","3,675,348","","***","","***","","795","","1,670","","0.20","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43511","熊本県 五木村","","***","","1,069","","25,292","","23,833","","962,902","","***","","***","","78","","428","","0.22","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43512","熊本県 山江村","","***","","3,442","","12,119","","10,487","","2,682,459","","***","","***","","438","","854","","0.15","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43513","熊本県 球磨村","","***","","3,585","","20,758","","18,135","","2,639,087","","***","","***","","603","","382","","0.14","","***","","0","","***","","***","","***","","***",""
"2019100000","2019年度","43514","熊本県 あさぎり町","","***","","15,302","","15,956","","10,571","","16,037,386","","***","","***","","2,940","","12,207","","0.23","","***","","1","","***","","***","","***","","***",""
"2019100000","2019年度","43531","熊本県 苓北町","","***","","7,129","","6,758","","4,157","","6,486,200","","***","","***","","641","","1,973","","0.50","","***","","3","","***","","***","","***","","***",""
"2018100000","2018年度","43100","熊本県 熊本市","","***","","734,105","","39,032","","***","","1,003,646,903","","***","","***","","11,500","","458,763","","0.71","","***","","95","","***","","***","","***","","***",""
"2018100000","2018年度","43101","熊本県 熊本市 中央区","","***","","178,219","","2,545","","***","","-","","***","","***","","-","","13,257","","-","","***","","39","","***","","***","","***","","***",""
"2018100000","2018年度","43102","熊本県 熊本市 東区","","***","","189,873","","5,019","","***","","-","","***","","***","","-","","87,966","","-","","***","","17","","***","","***","","***","","***",""
"2018100000","2018年度","43103","熊本県 熊本市 西区","","***","","91,091","","8,933","","***","","-","","***","","***","","-","","22,872","","-","","***","","8","","***","","***","","***","","***",""
"2018100000","2018年度","43104","熊本県 熊本市 南区","","***","","130,932","","11,001","","***","","-","","***","","***","","-","","141,367","","-","","***","","16","","***","","***","","***","","***",""
"2018100000","2018年度","43105","熊本県 熊本市 北区","","***","","143,990","","11,534","","***","","-","","***","","***","","-","","193,300","","-","","***","","15","","***","","***","","***","","***",""
"2018100000","2018年度","43202","熊本県 八代市","","***","","128,001","","68,136","","***","","135,391,005","","***","","***","","7,350","","268,873","","0.50","","***","","11","","***","","***","","***","","***",""
"2018100000","2018年度","43203","熊本県 人吉市","","***","","32,664","","21,055","","***","","34,681,277","","***","","***","","1,520","","20,035","","0.44","","***","","11","","***","","***","","***","","***",""
"2018100000","2018年度","43204","熊本県 荒尾市","","***","","52,822","","5,737","","***","","52,655,754","","***","","***","","1,420","","38,650","","0.48","","***","","5","","***","","***","","***","","***",""
"2018100000","2018年度","43205","熊本県 水俣市","","***","","24,705","","16,329","","***","","23,739,604","","***","","***","","953","","43,338","","0.37","","***","","8","","***","","***","","***","","***",""
"2018100000","2018年度","43206","熊本県 玉名市","","***","","66,627","","15,260","","***","","72,318,525","","***","","***","","6,410","","59,939","","0.44","","***","","5","","***","","***","","***","","***",""
"2018100000","2018年度","43208","熊本県 山鹿市","","***","","52,244","","29,969","","***","","51,131,898","","***","","***","","6,980","","74,410","","0.33","","***","","6","","***","","***","","***","","***",""
"2018100000","2018年度","43210","熊本県 菊池市","","***","","49,078","","27,685","","***","","48,973,536","","***","","***","","5,940","","195,001","","0.44","","***","","5","","***","","***","","***","","***",""
"2018100000","2018年度","43211","熊本県 宇土市","","***","","37,345","","7,430","","***","","40,304,431","","***","","***","","1,850","","79,289","","0.52","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43212","熊本県 上天草市","","***","","27,311","","12,694","","***","","24,452,242","","***","","***","","1,210","","12,433","","0.25","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43213","熊本県 宇城市","","***","","59,478","","18,861","","***","","59,715,367","","***","","***","","5,640","","121,322","","0.40","","***","","8","","***","","***","","***","","***",""
"2018100000","2018年度","43214","熊本県 阿蘇市","","***","","26,433","","37,630","","***","","26,412,925","","***","","***","","9,240","","88,719","","0.36","","***","","4","","***","","***","","***","","***",""
"2018100000","2018年度","43215","熊本県 天草市","","***","","81,177","","68,387","","***","","73,824,853","","***","","***","","5,170","","29,821","","0.27","","***","","14","","***","","***","","***","","***",""
"2018100000","2018年度","43216","熊本県 合志市","","***","","62,215","","5,319","","***","","77,087,375","","***","","***","","2,190","","405,944","","0.67","","***","","5","","***","","***","","***","","***",""
"2018100000","2018年度","43348","熊本県 美里町","","***","","10,111","","14,400","","***","","8,303,260","","***","","***","","1,210","","3,700","","0.24","","***","","3","","***","","***","","***","","***",""
"2018100000","2018年度","43364","熊本県 玉東町","","***","","5,298","","2,433","","***","","4,848,832","","***","","***","","769","","2,409","","0.29","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43367","熊本県 南関町","","***","","9,797","","6,892","","***","","8,655,925","","***","","***","","1,460","","90,746","","0.40","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43368","熊本県 長洲町","","***","","16,113","","1,944","","***","","16,560,615","","***","","***","","675","","152,062","","0.55","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43369","熊本県 和水町","","***","","10,074","","9,878","","***","","8,832,174","","***","","***","","1,980","","25,034","","0.24","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43403","熊本県 大津町","","***","","34,788","","9,910","","***","","42,575,730","","***","","***","","2,190","","272,488","","0.74","","***","","2","","***","","***","","***","","***",""
"2018100000","2018年度","43404","熊本県 菊陽町","","***","","41,976","","3,746","","***","","59,220,772","","***","","***","","1,440","","141,516","","0.96","","***","","4","","***","","***","","***","","***",""
"2018100000","2018年度","43423","熊本県 南小国町","","***","","4,080","","11,590","","***","","3,498,540","","***","","***","","1,040","","868","","0.21","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43424","熊本県 小国町","","***","","7,136","","13,694","","***","","12,315,818","","***","","***","","1,570","","1,656","","0.24","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43425","熊本県 産山村","","***","","1,517","","6,081","","***","","1,136,544","","***","","***","","936","","X","","0.16","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43428","熊本県 高森町","","***","","6,458","","17,506","","***","","5,540,121","","***","","***","","2,430","","8,005","","0.24","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43432","熊本県 西原村","","***","","6,764","","7,722","","***","","7,604,553","","***","","***","","1,130","","38,475","","0.42","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43433","熊本県 南阿蘇村","","***","","10,619","","13,732","","***","","8,660,978","","***","","***","","3,150","","5,297","","0.27","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43441","熊本県 御船町","","***","","17,013","","9,903","","***","","15,440,478","","***","","***","","1,450","","10,848","","0.38","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43442","熊本県 嘉島町","","***","","9,426","","1,665","","***","","10,975,410","","***","","***","","812","","35,977","","0.68","","***","","2","","***","","***","","***","","***",""
"2018100000","2018年度","43443","熊本県 益城町","","***","","32,967","","6,568","","***","","30,521,415","","***","","***","","2,260","","63,656","","0.56","","***","","4","","***","","***","","***","","***",""
"2018100000","2018年度","43444","熊本県 甲佐町","","***","","10,654","","5,793","","***","","8,637,703","","***","","***","","1,190","","12,398","","0.31","","***","","2","","***","","***","","***","","***",""
"2018100000","2018年度","43447","熊本県 山都町","","***","","15,027","","54,467","","***","","11,432,720","","***","","***","","5,070","","4,833","","0.21","","***","","4","","***","","***","","***","","***",""
"2018100000","2018年度","43468","熊本県 氷川町","","***","","11,934","","3,336","","***","","10,987,697","","***","","***","","1,600","","869","","0.28","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43482","熊本県 芦北町","","***","","17,421","","23,400","","***","","13,993,566","","***","","***","","1,560","","17,539","","0.33","","***","","3","","***","","***","","***","","***",""
"2018100000","2018年度","43484","熊本県 津奈木町","","***","","4,614","","3,408","","***","","3,403,811","","***","","***","","305","","2,249","","0.22","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43501","熊本県 錦町","","***","","10,671","","8,504","","***","","9,468,344","","***","","***","","1,700","","29,303","","0.40","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43505","熊本県 多良木町","","***","","9,591","","16,586","","***","","8,734,050","","***","","***","","1,690","","6,378","","0.23","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43506","熊本県 湯前町","","***","","3,953","","4,837","","***","","3,008,374","","***","","***","","593","","2,542","","0.17","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43507","熊本県 水上村","","***","","2,221","","19,096","","***","","1,554,487","","***","","***","","392","","1,415","","0.15","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43510","熊本県 相良村","","***","","4,485","","9,454","","***","","3,644,837","","***","","***","","797","","1,703","","0.19","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43511","熊本県 五木村","","***","","1,092","","25,292","","***","","1,028,610","","***","","***","","90","","406","","0.20","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43512","熊本県 山江村","","***","","3,514","","12,119","","***","","2,586,920","","***","","***","","469","","798","","0.14","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43513","熊本県 球磨村","","***","","3,699","","20,758","","***","","2,623,794","","***","","***","","639","","X","","0.14","","***","","0","","***","","***","","***","","***",""
"2018100000","2018年度","43514","熊本県 あさぎり町","","***","","15,571","","15,956","","***","","13,773,607","","***","","***","","2,970","","12,433","","0.23","","***","","1","","***","","***","","***","","***",""
"2018100000","2018年度","43531","熊本県 苓北町","","***","","7,290","","6,758","","***","","6,557,253","","***","","***","","649","","2,512","","0.50","","***","","3","","***","","***","","***","","***",""
"2017100000","2017年度","43100","熊本県 熊本市","","***","","734,317","","39,032","","***","","933,759,310","","***","","***","","11,500","","467,396","","0.72","","***","","94","","***","","***","","***","","***",""
"2017100000","2017年度","43101","熊本県 熊本市 中央区","","***","","178,099","","2,545","","***","","-","","***","","***","","-","","13,761","","-","","***","","39","","***","","***","","***","","***",""
"2017100000","2017年度","43102","熊本県 熊本市 東区","","***","","189,165","","5,019","","***","","-","","***","","***","","-","","85,471","","-","","***","","17","","***","","***","","***","","***",""
"2017100000","2017年度","43103","熊本県 熊本市 西区","","***","","91,799","","8,933","","***","","-","","***","","***","","-","","26,640","","-","","***","","7","","***","","***","","***","","***",""
"2017100000","2017年度","43104","熊本県 熊本市 南区","","***","","130,395","","11,001","","***","","-","","***","","***","","-","","137,071","","-","","***","","16","","***","","***","","***","","***",""
"2017100000","2017年度","43105","熊本県 熊本市 北区","","***","","144,859","","11,534","","***","","-","","***","","***","","-","","204,454","","-","","***","","15","","***","","***","","***","","***",""
"2017100000","2017年度","43202","熊本県 八代市","","***","","129,029","","68,136","","***","","132,764,354","","***","","***","","7,390","","264,440","","0.49","","***","","11","","***","","***","","***","","***",""
"2017100000","2017年度","43203","熊本県 人吉市","","***","","33,148","","21,055","","***","","33,928,469","","***","","***","","1,540","","19,886","","0.43","","***","","11","","***","","***","","***","","***",""
"2017100000","2017年度","43204","熊本県 荒尾市","","***","","53,432","","5,737","","***","","51,372,391","","***","","***","","1,440","","37,439","","0.47","","***","","5","","***","","***","","***","","***",""
"2017100000","2017年度","43205","熊本県 水俣市","","***","","25,102","","16,329","","***","","23,641,407","","***","","***","","960","","71,206","","0.37","","***","","8","","***","","***","","***","","***",""
"2017100000","2017年度","43206","熊本県 玉名市","","***","","67,261","","15,260","","***","","71,104,301","","***","","***","","6,400","","58,522","","0.44","","***","","5","","***","","***","","***","","***",""
"2017100000","2017年度","43208","熊本県 山鹿市","","***","","53,026","","29,969","","***","","49,131,121","","***","","***","","6,970","","79,983","","0.33","","***","","6","","***","","***","","***","","***",""
"2017100000","2017年度","43210","熊本県 菊池市","","***","","49,411","","27,685","","***","","48,052,070","","***","","***","","5,940","","164,924","","0.43","","***","","5","","***","","***","","***","","***",""
"2017100000","2017年度","43211","熊本県 宇土市","","***","","37,403","","7,430","","***","","37,911,532","","***","","***","","1,870","","74,466","","0.51","","***","","1","","***","","***","","***","","***",""
"2017100000","2017年度","43212","熊本県 上天草市","","***","","27,924","","12,694","","***","","23,997,077","","***","","***","","1,220","","10,624","","0.25","","***","","1","","***","","***","","***","","***",""
"2017100000","2017年度","43213","熊本県 宇城市","","***","","59,729","","18,861","","***","","57,421,302","","***","","***","","5,660","","127,267","","0.39","","***","","8","","***","","***","","***","","***",""
"2017100000","2017年度","43214","熊本県 阿蘇市","","***","","26,773","","37,630","","***","","24,860,172","","***","","***","","9,190","","100,156","","0.35","","***","","4","","***","","***","","***","","***",""
"2017100000","2017年度","43215","熊本県 天草市","","***","","82,560","","68,386","","***","","72,766,752","","***","","***","","5,270","","30,220","","0.27","","***","","14","","***","","***","","***","","***",""
"2017100000","2017年度","43216","熊本県 合志市","","***","","61,555","","5,319","","***","","71,874,316","","***","","***","","2,200","","378,429","","0.66","","***","","5","","***","","***","","***","","***",""
"2017100000","2017年度","43348","熊本県 美里町","","***","","10,360","","14,400","","***","","7,869,807","","***","","***","","1,210","","3,605","","0.24","","***","","3","","***","","***","","***","","***",""
"2017100000","2017年度","43364","熊本県 玉東町","","***","","5,321","","2,433","","***","","4,666,649","","***","","***","","769","","2,366","","0.29","","***","","0","","***","","***","","***","","***",""
"2017100000","2017年度","43367","熊本県 南関町","","***","","9,986","","6,892","","***","","8,520,832","","***","","***","","1,460","","85,649","","0.38","","***","","0","","***","","***","","***","","***",""
"2017100000","2017年度","43368","熊本県 長洲町","","***","","16,186","","1,943","","***","","15,853,234","","***","","***","","676","","173,113","","0.54","","***","","1","","***","","***","","***","","***",""
"2017100000","2017年度","43369","熊本県 和水町","","***","","10,327","","9,878","","***","","8,745,110","","***","","***","","1,960","","23,738","","0.23","","***","","1","","***","","***","","***","","***",""
"2017100000","2017年度","43403","熊本県 大津町","","***","","34,388","","9,910","","***","","39,710,898","","***","","***","","2,190","","244,282","","0.72","","***","","2","","***","","***","","***","","***",""
"2017100000","2017年度","43404","熊本県 菊陽町","","***","","41,320","","3,746","","***","","56,366,185","","***","","***","","1,440","","181,547","","0.93","","***","","4","","***","","***","","***","","***",""
"2017100000","2017年度","43423","熊本県 南小国町","","***","","4,126","","11,590","","***","","3,385,178","","***","","***","","1,050","","846","","0.21","","***","","0","","***","","***","","***","","***",""
"2017100000","2017年度","43424","熊本県 小国町","","***","","7,279","","13,694","","***","","5,961,073","","***","","***","","1,570","","2,017","","0.22","","***","","1","","***","","***","","***","","***",""
"2017100000","2017年度","43425","熊本県 産山村","","***","","1,523","","6,081","","***","","1,097,803","","***","","***","","937","","X","","0.14","","***","","0","","***","","***","","***","","***",""
"2017100000","2017年度","43428","熊本県 高森町","","***","","6,547","","17,506","","***","","5,434,729","","***","","***","","2,430","","6,829","","0.23","","***","","0","","***","","***","","***","","***",""
