"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","B1101","","B1106","","C120110","","C3107","","C3401","","D2201","","E2101","","E3101","","H6101","","H6103","","H6104","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","H6101_小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6103_大型小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6104_百貨店、総合スーパー数（事業所・企業統計調査結果）【事業所】","注釈","I5101_病院数【施設】","注釈"
"2006100000","2006年度","43484","熊本県 津奈木町","","3,397","","***","","3,928,919","","369","","1,787","","0.27","","3","","1","","46","","0","","0","","0",""
"2006100000","2006年度","43501","熊本県 錦町","","8,487","","***","","9,624,865","","1,770","","55,196","","0.42","","3","","1","","134","","1","","0","","0",""
"2006100000","2006年度","43505","熊本県 多良木町","","16,587","","***","","9,686,054","","1,740","","6,917","","0.27","","6","","1","","129","","2","","0","","1",""
"2006100000","2006年度","43506","熊本県 湯前町","","4,841","","***","","3,211,275","","607","","2,814","","0.17","","1","","1","","75","","0","","0","","0",""
"2006100000","2006年度","43507","熊本県 水上村","","19,211","","***","","1,704,505","","489","","1,576","","0.18","","2","","1","","29","","0","","0","","1",""
"2006100000","2006年度","43510","熊本県 相良村","","9,454","","***","","3,821,475","","839","","2,318","","0.19","","2","","1","","38","","1","","0","","0",""
"2006100000","2006年度","43511","熊本県 五木村","","25,294","","***","","1,115,017","","147","","X","","0.22","","5","","1","","20","","0","","0","","0",""
"2006100000","2006年度","43512","熊本県 山江村","","12,120","","***","","2,628,663","","550","","151","","0.15","","2","","1","","13","","0","","0","","0",""
"2006100000","2006年度","43513","熊本県 球磨村","","20,773","","***","","2,905,662","","721","","524","","0.14","","5","","1","","44","","0","","0","","0",""
"2006100000","2006年度","43514","熊本県 あさぎり町","","15,949","","***","","14,086,587","","3,040","","8,613","","0.26","","6","","5","","179","","1","","0","","1",""
"2006100000","2006年度","43531","熊本県 苓北町","","6,708","","***","","7,076,839","","705","","3,060","","1.03","","4","","3","","120","","0","","0","","4",""
"2005100000","2005年度","43100","熊本県 熊本市","","38,936","","***","","895,594,636","","12,656","","398,188","","-","","94","","50","","***","","***","","***","","102",""
"2005100000","2005年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2005100000","2005年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2005100000","2005年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2005100000","2005年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2005100000","2005年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2005100000","2005年度","43202","熊本県 八代市","","68,024","","***","","127,632,520","","7,740","","210,260","","0.48","","38","","15","","***","","***","","***","","12",""
"2005100000","2005年度","43203","熊本県 人吉市","","21,055","","***","","36,719,152","","1,630","","30,127","","0.48","","10","","3","","***","","***","","***","","10",""
"2005100000","2005年度","43204","熊本県 荒尾市","","5,715","","***","","51,427,494","","1,590","","24,135","","0.45","","12","","5","","***","","***","","***","","5",""
"2005100000","2005年度","43205","熊本県 水俣市","","16,288","","***","","26,615,962","","1,010","","48,690","","0.36","","11","","8","","***","","***","","***","","8",""
"2005100000","2005年度","43206","熊本県 玉名市","","15,255","","***","","69,979,170","","6,720","","76,383","","0.41","","21","","6","","***","","***","","***","","5",""
"2005100000","2005年度","43208","熊本県 山鹿市","","29,967","","***","","50,381,504","","7,240","","63,599","","0.32","","22","","6","","***","","***","","***","","6",""
"2005100000","2005年度","43210","熊本県 菊池市","","27,666","","***","","48,495,023","","6,180","","155,373","","0.42","","14","","5","","***","","***","","***","","5",""
"2005100000","2005年度","43211","熊本県 宇土市","","7,419","","***","","37,276,432","","2,050","","70,607","","0.43","","7","","3","","***","","***","","***","","2",""
"2005100000","2005年度","43212","熊本県 上天草市","","12,606","","***","","25,388,193","","1,370","","12,488","","0.25","","17","","9","","***","","***","","***","","1",""
"2005100000","2005年度","43213","熊本県 宇城市","","18,855","","***","","57,270,141","","6,070","","107,366","","0.40","","13","","5","","***","","***","","***","","7",""
"2005100000","2005年度","43214","熊本県 阿蘇市","","37,625","","***","","26,176,084","","9,590","","54,689","","0.36","","11","","4","","***","","***","","***","","4",""
"2005100000","2005年度","43215","熊本県 天草市","","68,307","","***","","76,587,540","","6,320","","-","","0.26","","46","","17","","***","","***","","***","","14",""
"2005100000","2005年度","43216","熊本県 合志市","","5,317","","***","","62,377,823","","2,300","","261,194","","0.55","","7","","3","","***","","***","","***","","5",""
"2005100000","2005年度","43348","熊本県 美里町","","14,403","","***","","8,453,701","","1,340","","4,116","","0.26","","3","","2","","***","","***","","***","","3",""
"2005100000","2005年度","43364","熊本県 玉東町","","2,440","","***","","4,613,358","","820","","2,455","","0.21","","2","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43367","熊本県 南関町","","6,896","","***","","8,691,550","","1,630","","33,709","","0.37","","4","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43368","熊本県 長洲町","","1,943","","***","","16,880,511","","726","","146,119","","0.55","","4","","2","","***","","***","","***","","1",""
"2005100000","2005年度","43369","熊本県 和水町","","9,875","","***","","9,354,655","","2,100","","101,480","","0.27","","8","","2","","***","","***","","***","","1",""
"2005100000","2005年度","43403","熊本県 大津町","","9,909","","***","","32,448,347","","2,310","","417,690","","0.90","","6","","3","","***","","***","","***","","2",""
"2005100000","2005年度","43404","熊本県 菊陽町","","3,757","","***","","36,997,371","","1,490","","106,560","","0.72","","6","","2","","***","","***","","***","","4",""
"2005100000","2005年度","43423","熊本県 南小国町","","11,586","","***","","4,040,820","","1,190","","1,038","","0.24","","3","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43424","熊本県 小国町","","13,700","","***","","6,708,770","","1,750","","2,370","","0.24","","6","","1","","***","","***","","***","","1",""
"2005100000","2005年度","43425","熊本県 産山村","","6,072","","***","","1,116,998","","1,030","","X","","0.18","","2","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43428","熊本県 高森町","","17,490","","***","","5,569,995","","2,580","","5,995","","0.23","","2","","2","","***","","***","","***","","0",""
"2005100000","2005年度","43432","熊本県 西原村","","7,723","","***","","5,944,493","","1,360","","24,332","","0.38","","2","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43433","熊本県 南阿蘇村","","13,730","","***","","9,112,032","","3,550","","1,255","","0.30","","7","","3","","***","","***","","***","","1",""
"2005100000","2005年度","43441","熊本県 御船町","","9,900","","***","","15,569,317","","1,610","","11,370","","0.34","","8","","2","","***","","***","","***","","1",""
"2005100000","2005年度","43442","熊本県 嘉島町","","1,666","","***","","9,424,322","","860","","46,273","","0.62","","2","","1","","***","","***","","***","","2",""
"2005100000","2005年度","43443","熊本県 益城町","","6,567","","***","","32,905,432","","2,410","","53,845","","0.53","","6","","3","","***","","***","","***","","4",""
"2005100000","2005年度","43444","熊本県 甲佐町","","5,787","","***","","9,004,909","","1,290","","12,753","","0.33","","5","","1","","***","","***","","***","","2",""
"2005100000","2005年度","43447","熊本県 山都町","","54,483","","***","","12,741,452","","5,450","","8,029","","0.19","","11","","3","","***","","***","","***","","4",""
"2005100000","2005年度","43468","熊本県 氷川町","","3,329","","***","","10,762,622","","1,670","","736","","0.27","","3","","2","","***","","***","","***","","1",""
"2005100000","2005年度","43482","熊本県 芦北町","","23,371","","***","","16,027,555","","1,790","","18,506","","0.30","","14","","4","","***","","***","","***","","2",""
"2005100000","2005年度","43484","熊本県 津奈木町","","3,397","","***","","3,609,260","","374","","1,845","","0.26","","3","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43501","熊本県 錦町","","8,487","","***","","9,681,687","","1,770","","49,450","","0.40","","3","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43505","熊本県 多良木町","","16,587","","***","","9,584,136","","1,740","","7,416","","0.26","","7","","1","","***","","***","","***","","1",""
"2005100000","2005年度","43506","熊本県 湯前町","","4,841","","***","","3,090,718","","608","","3,080","","0.17","","1","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43507","熊本県 水上村","","19,211","","***","","1,704,941","","492","","1,682","","0.17","","2","","1","","***","","***","","***","","1",""
"2005100000","2005年度","43510","熊本県 相良村","","9,454","","***","","3,870,924","","834","","2,776","","0.19","","2","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43511","熊本県 五木村","","25,294","","***","","1,357,154","","147","","422","","0.22","","8","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43512","熊本県 山江村","","12,120","","***","","2,563,977","","550","","149","","0.15","","2","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43513","熊本県 球磨村","","20,773","","***","","2,896,240","","719","","592","","0.14","","5","","1","","***","","***","","***","","0",""
"2005100000","2005年度","43514","熊本県 あさぎり町","","15,949","","***","","13,746,714","","3,050","","9,056","","0.26","","6","","5","","***","","***","","***","","1",""
"2005100000","2005年度","43531","熊本県 苓北町","","6,708","","***","","7,147,725","","715","","3,256","","0.97","","4","","3","","***","","***","","***","","4",""
"2004100000","2004年度","43100","熊本県 熊本市","","38,936","","***","","882,837,997","","12,748","","393,283","","-","","94","","50","","***","","***","","***","","102",""
"2004100000","2004年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2004100000","2004年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2004100000","2004年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2004100000","2004年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2004100000","2004年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2004100000","2004年度","43202","熊本県 八代市","","68,022","","***","","126,832,310","","7,750","","190,840","","-","","38","","15","","***","","***","","***","","12",""
"2004100000","2004年度","43203","熊本県 人吉市","","21,055","","***","","37,083,572","","1,660","","31,038","","0.47","","10","","4","","***","","***","","***","","10",""
"2004100000","2004年度","43204","熊本県 荒尾市","","5,715","","***","","50,090,354","","1,600","","24,717","","0.44","","12","","5","","***","","***","","***","","5",""
"2004100000","2004年度","43205","熊本県 水俣市","","16,287","","***","","25,834,616","","1,010","","45,381","","0.34","","11","","8","","***","","***","","***","","9",""
"2004100000","2004年度","43206","熊本県 玉名市","","15,253","","***","","69,537,022","","6,740","","82,446","","-","","21","","6","","***","","***","","***","","5",""
"2004100000","2004年度","43208","熊本県 山鹿市","","29,967","","***","","49,887,409","","7,270","","60,255","","0.29","","22","","6","","***","","***","","***","","6",""
"2004100000","2004年度","43210","熊本県 菊池市","","27,666","","***","","47,905,405","","6,210","","146,901","","0.39","","14","","5","","***","","***","","***","","5",""
"2004100000","2004年度","43211","熊本県 宇土市","","7,419","","***","","36,406,740","","2,080","","70,926","","0.42","","7","","3","","***","","***","","***","","2",""
"2004100000","2004年度","43212","熊本県 上天草市","","12,606","","***","","25,099,897","","1,380","","10,883","","0.24","","17","","9","","***","","***","","***","","1",""
"2004100000","2004年度","43213","熊本県 宇城市","","18,855","","***","","56,423,257","","6,090","","101,705","","0.38","","14","","5","","***","","***","","***","","7",""
"2004100000","2004年度","43214","熊本県 阿蘇市","","37,625","","***","","26,029,218","","9,590","","51,824","","0.35","","12","","4","","***","","***","","***","","4",""
"2004100000","2004年度","43215","熊本県 天草市","","68,296","","***","","76,714,918","","6,406","","28,775","","-","","52","","19","","***","","***","","***","","14",""
"2004100000","2004年度","43216","熊本県 合志市","","5,317","","***","","60,027,711","","2,320","","285,877","","-","","7","","3","","***","","***","","***","","5",""
"2004100000","2004年度","43348","熊本県 美里町","","14,403","","***","","8,377,469","","1,350","","4,147","","0.23","","3","","2","","***","","***","","***","","3",""
"2004100000","2004年度","43364","熊本県 玉東町","","2,440","","***","","4,313,185","","821","","3,458","","0.20","","2","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43367","熊本県 南関町","","6,896","","***","","8,529,697","","1,640","","32,417","","0.37","","4","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43368","熊本県 長洲町","","1,943","","***","","16,226,277","","732","","145,935","","0.52","","4","","2","","***","","***","","***","","1",""
"2004100000","2004年度","43369","熊本県 和水町","","9,875","","***","","9,207,426","","2,120","","103,248","","-","","8","","2","","***","","***","","***","","1",""
"2004100000","2004年度","43403","熊本県 大津町","","9,909","","***","","31,409,560","","2,330","","430,577","","0.76","","6","","3","","***","","***","","***","","2",""
"2004100000","2004年度","43404","熊本県 菊陽町","","3,757","","***","","34,401,624","","1,500","","69,623","","0.70","","6","","2","","***","","***","","***","","4",""
"2004100000","2004年度","43423","熊本県 南小国町","","11,586","","***","","4,071,686","","1,210","","1,082","","0.23","","3","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43424","熊本県 小国町","","13,700","","***","","7,061,340","","1,780","","2,426","","0.24","","6","","1","","***","","***","","***","","1",""
"2004100000","2004年度","43425","熊本県 産山村","","6,072","","***","","1,155,339","","1,040","","X","","0.17","","2","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43428","熊本県 高森町","","17,490","","***","","5,552,247","","2,600","","5,920","","0.23","","3","","3","","***","","***","","***","","0",""
"2004100000","2004年度","43432","熊本県 西原村","","7,723","","***","","5,716,074","","1,390","","25,040","","0.38","","2","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43433","熊本県 南阿蘇村","","13,730","","***","","9,070,625","","3,560","","-","","0.27","","7","","3","","***","","***","","***","","1",""
"2004100000","2004年度","43441","熊本県 御船町","","9,900","","***","","15,468,774","","1,620","","13,319","","0.33","","10","","2","","***","","***","","***","","1",""
"2004100000","2004年度","43442","熊本県 嘉島町","","1,666","","***","","8,482,338","","861","","46,710","","0.57","","2","","1","","***","","***","","***","","2",""
"2004100000","2004年度","43443","熊本県 益城町","","6,567","","***","","32,044,974","","2,420","","49,292","","0.52","","6","","3","","***","","***","","***","","4",""
"2004100000","2004年度","43444","熊本県 甲佐町","","5,787","","***","","8,877,143","","1,290","","11,349","","0.31","","5","","1","","***","","***","","***","","2",""
"2004100000","2004年度","43447","熊本県 山都町","","54,483","","***","","12,693,291","","5,470","","9,716","","0.18","","20","","4","","***","","***","","***","","4",""
"2004100000","2004年度","43468","熊本県 氷川町","","3,329","","***","","11,785,121","","1,679","","758","","-","","3","","2","","***","","***","","***","","1",""
"2004100000","2004年度","43482","熊本県 芦北町","","23,371","","***","","15,957,833","","1,800","","17,905","","0.24","","16","","4","","***","","***","","***","","2",""
"2004100000","2004年度","43484","熊本県 津奈木町","","3,397","","***","","3,492,166","","375","","1,744","","0.21","","3","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43501","熊本県 錦町","","8,487","","***","","9,573,360","","1,780","","53,996","","0.39","","3","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43505","熊本県 多良木町","","16,587","","***","","9,764,316","","1,750","","7,976","","0.25","","7","","1","","***","","***","","***","","1",""
"2004100000","2004年度","43506","熊本県 湯前町","","4,841","","***","","3,133,274","","608","","3,054","","0.16","","1","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43507","熊本県 水上村","","19,211","","***","","1,659,775","","508","","1,708","","0.16","","2","","1","","***","","***","","***","","1",""
"2004100000","2004年度","43510","熊本県 相良村","","9,454","","***","","3,815,804","","835","","2,828","","0.19","","2","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43511","熊本県 五木村","","25,294","","***","","1,452,995","","150","","651","","0.22","","8","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43512","熊本県 山江村","","12,120","","***","","2,539,305","","601","","122","","0.14","","2","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43513","熊本県 球磨村","","20,773","","***","","2,823,437","","720","","639","","0.13","","5","","1","","***","","***","","***","","0",""
"2004100000","2004年度","43514","熊本県 あさぎり町","","15,949","","***","","13,685,170","","3,060","","10,012","","0.24","","6","","5","","***","","***","","***","","1",""
"2004100000","2004年度","43531","熊本県 苓北町","","6,707","","***","","6,993,364","","728","","3,087","","0.88","","4","","3","","***","","***","","***","","4",""
"2003100000","2003年度","43100","熊本県 熊本市","","38,934","","***","","898,208,252","","12,850","","391,006","","-","","94","","50","","***","","***","","***","","101",""
"2003100000","2003年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2003100000","2003年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2003100000","2003年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2003100000","2003年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2003100000","2003年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2003100000","2003年度","43202","熊本県 八代市","","68,022","","***","","128,767,327","","7,816","","187,496","","-","","38","","15","","***","","***","","***","","12",""
"2003100000","2003年度","43203","熊本県 人吉市","","21,055","","***","","38,436,225","","1,670","","24,610","","0.46","","10","","4","","***","","***","","***","","11",""
"2003100000","2003年度","43204","熊本県 荒尾市","","5,715","","***","","51,225,131","","1,600","","22,929","","0.43","","12","","5","","***","","***","","***","","5",""
"2003100000","2003年度","43205","熊本県 水俣市","","16,287","","***","","26,725,147","","1,020","","43,219","","0.33","","11","","8","","***","","***","","***","","9",""
"2003100000","2003年度","43206","熊本県 玉名市","","15,253","","***","","70,618,870","","6,780","","81,590","","-","","21","","6","","***","","***","","***","","5",""
"2003100000","2003年度","43208","熊本県 山鹿市","","29,967","","***","","50,792,547","","7,310","","44,817","","-","","22","","6","","***","","***","","***","","6",""
"2003100000","2003年度","43210","熊本県 菊池市","","27,666","","***","","48,730,077","","6,230","","144,662","","-","","14","","5","","***","","***","","***","","5",""
"2003100000","2003年度","43211","熊本県 宇土市","","7,417","","***","","37,282,097","","2,090","","60,764","","0.41","","7","","3","","***","","***","","***","","2",""
"2003100000","2003年度","43212","熊本県 上天草市","","12,602","","***","","26,650,625","","1,390","","10,239","","0.23","","17","","9","","***","","***","","***","","1",""
"2003100000","2003年度","43213","熊本県 宇城市","","18,852","","***","","57,045,954","","6,121","","95,059","","-","","14","","5","","***","","***","","***","","7",""
"2003100000","2003年度","43214","熊本県 阿蘇市","","37,625","","***","","26,927,588","","9,620","","46,906","","-","","12","","4","","***","","***","","***","","4",""
"2003100000","2003年度","43215","熊本県 天草市","","68,290","","***","","80,488,924","","6,499","","28,718","","-","","54","","21","","***","","***","","***","","14",""
"2003100000","2003年度","43216","熊本県 合志市","","5,317","","***","","60,671,425","","2,340","","260,919","","-","","7","","3","","***","","***","","***","","5",""
"2003100000","2003年度","43348","熊本県 美里町","","14,403","","***","","8,786,617","","1,362","","4,493","","-","","3","","2","","***","","***","","***","","3",""
"2003100000","2003年度","43364","熊本県 玉東町","","2,440","","***","","4,571,212","","825","","3,429","","0.20","","2","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43367","熊本県 南関町","","6,896","","***","","8,826,069","","1,650","","24,565","","0.35","","4","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43368","熊本県 長洲町","","1,943","","***","","16,599,393","","743","","120,966","","0.51","","4","","2","","***","","***","","***","","1",""
"2003100000","2003年度","43369","熊本県 和水町","","9,875","","***","","9,508,428","","2,137","","84,181","","-","","8","","2","","***","","***","","***","","1",""
"2003100000","2003年度","43403","熊本県 大津町","","9,909","","***","","31,572,219","","2,340","","399,335","","0.65","","6","","3","","***","","***","","***","","2",""
"2003100000","2003年度","43404","熊本県 菊陽町","","3,757","","***","","32,288,301","","1,510","","60,709","","0.65","","6","","2","","***","","***","","***","","4",""
"2003100000","2003年度","43423","熊本県 南小国町","","11,586","","***","","4,306,938","","1,220","","999","","0.21","","5","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43424","熊本県 小国町","","13,700","","***","","7,481,664","","1,800","","2,489","","0.23","","6","","1","","***","","***","","***","","1",""
"2003100000","2003年度","43425","熊本県 産山村","","6,072","","***","","1,235,177","","1,040","","125","","0.16","","2","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43428","熊本県 高森町","","17,490","","***","","5,894,760","","2,610","","5,244","","0.22","","3","","3","","***","","***","","***","","0",""
"2003100000","2003年度","43432","熊本県 西原村","","7,723","","***","","5,603,682","","1,410","","21,080","","0.37","","2","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43433","熊本県 南阿蘇村","","13,730","","***","","9,184,552","","3,572","","3,729","","-","","7","","3","","***","","***","","***","","1",""
"2003100000","2003年度","43441","熊本県 御船町","","9,900","","***","","15,764,066","","1,630","","7,240","","0.32","","10","","2","","***","","***","","***","","1",""
"2003100000","2003年度","43442","熊本県 嘉島町","","1,666","","***","","8,441,231","","863","","28,093","","0.48","","2","","1","","***","","***","","***","","2",""
"2003100000","2003年度","43443","熊本県 益城町","","6,567","","***","","32,517,023","","2,430","","51,677","","0.50","","6","","3","","***","","***","","***","","4",""
"2003100000","2003年度","43444","熊本県 甲佐町","","5,787","","***","","8,842,479","","1,310","","10,991","","0.31","","5","","1","","***","","***","","***","","2",""
"2003100000","2003年度","43447","熊本県 山都町","","54,483","","***","","13,787,932","","5,495","","10,265","","-","","20","","4","","***","","***","","***","","4",""
"2003100000","2003年度","43468","熊本県 氷川町","","3,329","","***","","10,866,657","","1,692","","730","","-","","3","","2","","***","","***","","***","","1",""
"2003100000","2003年度","43482","熊本県 芦北町","","23,354","","***","","16,958,413","","1,820","","16,263","","-","","19","","5","","***","","***","","***","","2",""
"2003100000","2003年度","43484","熊本県 津奈木町","","3,397","","***","","3,643,852","","384","","1,971","","0.20","","3","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43501","熊本県 錦町","","8,487","","***","","9,553,529","","1,780","","48,699","","0.37","","3","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43505","熊本県 多良木町","","16,587","","***","","9,886,777","","1,760","","15,036","","0.24","","7","","1","","***","","***","","***","","1",""
"2003100000","2003年度","43506","熊本県 湯前町","","4,841","","***","","3,107,812","","608","","2,841","","0.16","","1","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43507","熊本県 水上村","","19,211","","***","","1,692,455","","509","","1,563","","0.15","","2","","1","","***","","***","","***","","1",""
"2003100000","2003年度","43510","熊本県 相良村","","9,454","","***","","4,012,686","","837","","2,912","","0.19","","2","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43511","熊本県 五木村","","25,294","","***","","1,727,846","","155","","508","","0.21","","8","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43512","熊本県 山江村","","12,120","","***","","2,566,805","","601","","103","","0.13","","2","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43513","熊本県 球磨村","","20,773","","***","","2,875,906","","723","","633","","0.13","","9","","1","","***","","***","","***","","0",""
"2003100000","2003年度","43514","熊本県 あさぎり町","","15,949","","***","","14,177,283","","3,060","","9,954","","0.22","","6","","5","","***","","***","","***","","1",""
"2003100000","2003年度","43531","熊本県 苓北町","","6,706","","***","","7,495,604","","736","","2,968","","0.74","","4","","3","","***","","***","","***","","4",""
"2002100000","2002年度","43100","熊本県 熊本市","","38,934","","***","","924,387,680","","12,980","","462,059","","-","","94","","50","","***","","***","","***","","102",""
"2002100000","2002年度","43101","熊本県 熊本市 中央区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2002100000","2002年度","43102","熊本県 熊本市 東区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2002100000","2002年度","43103","熊本県 熊本市 西区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2002100000","2002年度","43104","熊本県 熊本市 南区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2002100000","2002年度","43105","熊本県 熊本市 北区","","-","","***","","-","","-","","-","","-","","-","","-","","***","","***","","***","","-",""
"2002100000","2002年度","43202","熊本県 八代市","","68,019","","***","","135,093,154","","7,875","","212,433","","-","","46","","15","","***","","***","","***","","12",""
"2002100000","2002年度","43203","熊本県 人吉市","","21,055","","***","","39,524,911","","1,680","","19,596","","0.46","","10","","4","","***","","***","","***","","11",""
"2002100000","2002年度","43204","熊本県 荒尾市","","5,715","","***","","52,419,753","","1,610","","21,849","","0.42","","12","","5","","***","","***","","***","","5",""
"2002100000","2002年度","43205","熊本県 水俣市","","16,287","","***","","28,363,835","","1,030","","52,221","","0.33","","11","","8","","***","","***","","***","","9",""
"2002100000","2002年度","43206","熊本県 玉名市","","15,253","","***","","72,759,778","","6,830","","77,304","","-","","21","","6","","***","","***","","***","","5",""
"2002100000","2002年度","43208","熊本県 山鹿市","","29,967","","***","","53,163,999","","7,320","","47,574","","-","","22","","6","","***","","***","","***","","7",""
"2002100000","2002年度","43210","熊本県 菊池市","","27,666","","***","","50,748,119","","6,260","","153,023","","-","","14","","5","","***","","***","","***","","5",""
"2002100000","2002年度","43211","熊本県 宇土市","","7,417","","***","","37,844,886","","2,100","","56,316","","0.40","","7","","3","","***","","***","","***","","2",""
"2002100000","2002年度","43212","熊本県 上天草市","","12,600","","***","","28,347,887","","1,433","","10,106","","-","","17","","9","","***","","***","","***","","1",""
"2002100000","2002年度","43213","熊本県 宇城市","","18,851","","***","","59,001,080","","6,165","","99,629","","-","","15","","5","","***","","***","","***","","7",""
"2002100000","2002年度","43214","熊本県 阿蘇市","","37,625","","***","","27,390,899","","9,640","","45,372","","-","","13","","4","","***","","***","","***","","4",""
"2002100000","2002年度","43215","熊本県 天草市","","68,285","","***","","85,287,157","","6,719","","28,332","","-","","55","","21","","***","","***","","***","","14",""
"2002100000","2002年度","43216","熊本県 合志市","","5,317","","***","","63,100,340","","2,340","","217,757","","-","","7","","3","","***","","***","","***","","6",""
"2002100000","2002年度","43348","熊本県 美里町","","14,403","","***","","9,123,973","","1,368","","4,479","","-","","3","","2","","***","","***","","***","","3",""
"2002100000","2002年度","43364","熊本県 玉東町","","2,440","","***","","4,704,472","","828","","3,802","","0.21","","2","","1","","***","","***","","***","","0",""
"2002100000","2002年度","43367","熊本県 南関町","","6,896","","***","","9,001,869","","1,660","","23,185","","0.33","","4","","1","","***","","***","","***","","0",""
"2002100000","2002年度","43368","熊本県 長洲町","","1,943","","***","","17,028,707","","756","","81,868","","0.50","","4","","2","","***","","***","","***","","1",""
"2002100000","2002年度","43369","熊本県 和水町","","9,875","","***","","10,021,613","","2,157","","97,414","","-","","8","","2","","***","","***","","***","","1",""
"2002100000","2002年度","43403","熊本県 大津町","","9,909","","***","","32,258,659","","2,350","","405,214","","0.65","","8","","3","","***","","***","","***","","2",""
"2002100000","2002年度","43404","熊本県 菊陽町","","3,757","","***","","33,180,582","","1,520","","17,549","","0.59","","6","","2","","***","","***","","***","","3",""
"2002100000","2002年度","43423","熊本県 南小国町","","11,586","","***","","4,213,375","","1,220","","956","","0.20","","5","","1","","***","","***","","***","","0",""
