"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2026年06月19日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","B1101","","B1106","","C120110","","C3107","","C3401","","D2201","","E2101","","E3101","","H6101","","H6103","","H6104","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","B1106_森林面積【ｈａ】","注釈","C120110_課税対象所得【千円】","注釈","C3107_耕地面積【ｈａ】","注釈","C3401_製造品出荷額等【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","E2101_小学校数【校】","注釈","E3101_中学校数【校】","注釈","H6101_小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6103_大型小売店数（事業所・企業統計調査結果）【事業所】","注釈","H6104_百貨店、総合スーパー数（事業所・企業統計調査結果）【事業所】","注釈","I5101_病院数【施設】","注釈"
"2019100000","2019年度","43403","熊本県 大津町","","9,910","","4,634","","44,605,649","","2,190","","239,477","","0.77","","7","","2","","***","","***","","***","","2",""
"2019100000","2019年度","43404","熊本県 菊陽町","","3,746","","427","","62,577,226","","1,430","","149,671","","0.98","","6","","2","","***","","***","","***","","4",""
"2019100000","2019年度","43423","熊本県 南小国町","","11,590","","9,273","","3,625,308","","1,040","","790","","0.21","","3","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43424","熊本県 小国町","","13,694","","10,596","","6,495,682","","1,550","","2,045","","0.24","","1","","1","","***","","***","","***","","1",""
"2019100000","2019年度","43425","熊本県 産山村","","6,081","","4,220","","1,195,544","","938","","0","","0.16","","0","","0","","***","","***","","***","","0",""
"2019100000","2019年度","43428","熊本県 高森町","","17,506","","11,714","","5,722,841","","2,420","","6,246","","0.24","","1","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43432","熊本県 西原村","","7,722","","4,253","","9,210,467","","1,130","","34,075","","0.42","","2","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43433","熊本県 南阿蘇村","","13,732","","7,417","","9,318,588","","3,180","","4,754","","0.26","","5","","1","","***","","***","","***","","1",""
"2019100000","2019年度","43441","熊本県 御船町","","9,903","","5,554","","16,331,915","","1,450","","10,235","","0.37","","6","","1","","***","","***","","***","","1",""
"2019100000","2019年度","43442","熊本県 嘉島町","","1,665","","0","","11,919,106","","806","","37,537","","0.69","","2","","1","","***","","***","","***","","2",""
"2019100000","2019年度","43443","熊本県 益城町","","6,568","","1,976","","33,430,929","","2,240","","63,018","","0.56","","5","","2","","***","","***","","***","","3",""
"2019100000","2019年度","43444","熊本県 甲佐町","","5,793","","2,551","","9,022,118","","1,210","","12,106","","0.31","","4","","1","","***","","***","","***","","2",""
"2019100000","2019年度","43447","熊本県 山都町","","54,467","","39,032","","11,870,969","","5,030","","4,878","","0.22","","6","","3","","***","","***","","***","","4",""
"2019100000","2019年度","43468","熊本県 氷川町","","3,336","","333","","11,163,393","","1,570","","719","","0.29","","3","","2","","***","","***","","***","","1",""
"2019100000","2019年度","43482","熊本県 芦北町","","23,400","","18,268","","14,228,181","","1,520","","15,263","","0.34","","9","","3","","***","","***","","***","","3",""
"2019100000","2019年度","43484","熊本県 津奈木町","","3,408","","2,181","","3,417,321","","300","","2,303","","0.23","","1","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43501","熊本県 錦町","","8,504","","4,804","","9,613,102","","1,660","","33,296","","0.40","","3","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43505","熊本県 多良木町","","16,586","","13,148","","8,964,123","","1,670","","5,979","","0.24","","6","","1","","***","","***","","***","","1",""
"2019100000","2019年度","43506","熊本県 湯前町","","4,837","","3,545","","3,031,145","","581","","2,345","","0.17","","1","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43507","熊本県 水上村","","19,096","","17,516","","1,582,965","","380","","1,380","","0.15","","2","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43510","熊本県 相良村","","9,454","","6,928","","3,675,348","","795","","1,670","","0.20","","2","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43511","熊本県 五木村","","25,292","","23,833","","962,902","","78","","428","","0.22","","1","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43512","熊本県 山江村","","12,119","","10,487","","2,682,459","","438","","854","","0.15","","2","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43513","熊本県 球磨村","","20,758","","18,135","","2,639,087","","603","","382","","0.14","","2","","1","","***","","***","","***","","0",""
"2019100000","2019年度","43514","熊本県 あさぎり町","","15,956","","10,571","","16,037,386","","2,940","","12,207","","0.23","","5","","1","","***","","***","","***","","1",""
"2019100000","2019年度","43531","熊本県 苓北町","","6,758","","4,157","","6,486,200","","641","","1,973","","0.50","","4","","1","","***","","***","","***","","3",""
"2018100000","2018年度","43100","熊本県 熊本市","","39,032","","***","","1,003,646,903","","11,500","","458,763","","0.71","","93","","53","","***","","***","","***","","95",""
"2018100000","2018年度","43101","熊本県 熊本市 中央区","","2,545","","***","","-","","-","","13,257","","-","","20","","19","","***","","***","","***","","39",""
"2018100000","2018年度","43102","熊本県 熊本市 東区","","5,019","","***","","-","","-","","87,966","","-","","18","","10","","***","","***","","***","","17",""
"2018100000","2018年度","43103","熊本県 熊本市 西区","","8,933","","***","","-","","-","","22,872","","-","","13","","7","","***","","***","","***","","8",""
"2018100000","2018年度","43104","熊本県 熊本市 南区","","11,001","","***","","-","","-","","141,367","","-","","21","","8","","***","","***","","***","","16",""
"2018100000","2018年度","43105","熊本県 熊本市 北区","","11,534","","***","","-","","-","","193,300","","-","","21","","9","","***","","***","","***","","15",""
"2018100000","2018年度","43202","熊本県 八代市","","68,136","","***","","135,391,005","","7,350","","268,873","","0.50","","25","","16","","***","","***","","***","","11",""
"2018100000","2018年度","43203","熊本県 人吉市","","21,055","","***","","34,681,277","","1,520","","20,035","","0.44","","6","","3","","***","","***","","***","","11",""
"2018100000","2018年度","43204","熊本県 荒尾市","","5,737","","***","","52,655,754","","1,420","","38,650","","0.48","","10","","3","","***","","***","","***","","5",""
"2018100000","2018年度","43205","熊本県 水俣市","","16,329","","***","","23,739,604","","953","","43,338","","0.37","","8","","5","","***","","***","","***","","8",""
"2018100000","2018年度","43206","熊本県 玉名市","","15,260","","***","","72,318,525","","6,410","","59,939","","0.44","","16","","7","","***","","***","","***","","5",""
"2018100000","2018年度","43208","熊本県 山鹿市","","29,969","","***","","51,131,898","","6,980","","74,410","","0.33","","12","","6","","***","","***","","***","","6",""
"2018100000","2018年度","43210","熊本県 菊池市","","27,685","","***","","48,973,536","","5,940","","195,001","","0.44","","10","","5","","***","","***","","***","","5",""
"2018100000","2018年度","43211","熊本県 宇土市","","7,430","","***","","40,304,431","","1,850","","79,289","","0.52","","7","","4","","***","","***","","***","","1",""
"2018100000","2018年度","43212","熊本県 上天草市","","12,694","","***","","24,452,242","","1,210","","12,433","","0.25","","11","","6","","***","","***","","***","","1",""
"2018100000","2018年度","43213","熊本県 宇城市","","18,861","","***","","59,715,367","","5,640","","121,322","","0.40","","13","","5","","***","","***","","***","","8",""
"2018100000","2018年度","43214","熊本県 阿蘇市","","37,630","","***","","26,412,925","","9,240","","88,719","","0.36","","6","","3","","***","","***","","***","","4",""
"2018100000","2018年度","43215","熊本県 天草市","","68,387","","***","","73,824,853","","5,170","","29,821","","0.27","","17","","13","","***","","***","","***","","14",""
"2018100000","2018年度","43216","熊本県 合志市","","5,319","","***","","77,087,375","","2,190","","405,944","","0.67","","7","","3","","***","","***","","***","","5",""
"2018100000","2018年度","43348","熊本県 美里町","","14,400","","***","","8,303,260","","1,210","","3,700","","0.24","","3","","2","","***","","***","","***","","3",""
"2018100000","2018年度","43364","熊本県 玉東町","","2,433","","***","","4,848,832","","769","","2,409","","0.29","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43367","熊本県 南関町","","6,892","","***","","8,655,925","","1,460","","90,746","","0.40","","4","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43368","熊本県 長洲町","","1,944","","***","","16,560,615","","675","","152,062","","0.55","","4","","2","","***","","***","","***","","1",""
"2018100000","2018年度","43369","熊本県 和水町","","9,878","","***","","8,832,174","","1,980","","25,034","","0.24","","5","","2","","***","","***","","***","","1",""
"2018100000","2018年度","43403","熊本県 大津町","","9,910","","***","","42,575,730","","2,190","","272,488","","0.74","","7","","2","","***","","***","","***","","2",""
"2018100000","2018年度","43404","熊本県 菊陽町","","3,746","","***","","59,220,772","","1,440","","141,516","","0.96","","6","","2","","***","","***","","***","","4",""
"2018100000","2018年度","43423","熊本県 南小国町","","11,590","","***","","3,498,540","","1,040","","868","","0.21","","3","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43424","熊本県 小国町","","13,694","","***","","12,315,818","","1,570","","1,656","","0.24","","1","","1","","***","","***","","***","","1",""
"2018100000","2018年度","43425","熊本県 産山村","","6,081","","***","","1,136,544","","936","","X","","0.16","","0","","0","","***","","***","","***","","0",""
"2018100000","2018年度","43428","熊本県 高森町","","17,506","","***","","5,540,121","","2,430","","8,005","","0.24","","1","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43432","熊本県 西原村","","7,722","","***","","7,604,553","","1,130","","38,475","","0.42","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43433","熊本県 南阿蘇村","","13,732","","***","","8,660,978","","3,150","","5,297","","0.27","","5","","1","","***","","***","","***","","1",""
"2018100000","2018年度","43441","熊本県 御船町","","9,903","","***","","15,440,478","","1,450","","10,848","","0.38","","6","","1","","***","","***","","***","","1",""
"2018100000","2018年度","43442","熊本県 嘉島町","","1,665","","***","","10,975,410","","812","","35,977","","0.68","","2","","1","","***","","***","","***","","2",""
"2018100000","2018年度","43443","熊本県 益城町","","6,568","","***","","30,521,415","","2,260","","63,656","","0.56","","5","","2","","***","","***","","***","","4",""
"2018100000","2018年度","43444","熊本県 甲佐町","","5,793","","***","","8,637,703","","1,190","","12,398","","0.31","","4","","1","","***","","***","","***","","2",""
"2018100000","2018年度","43447","熊本県 山都町","","54,467","","***","","11,432,720","","5,070","","4,833","","0.21","","7","","3","","***","","***","","***","","4",""
"2018100000","2018年度","43468","熊本県 氷川町","","3,336","","***","","10,987,697","","1,600","","869","","0.28","","3","","2","","***","","***","","***","","1",""
"2018100000","2018年度","43482","熊本県 芦北町","","23,400","","***","","13,993,566","","1,560","","17,539","","0.33","","9","","3","","***","","***","","***","","3",""
"2018100000","2018年度","43484","熊本県 津奈木町","","3,408","","***","","3,403,811","","305","","2,249","","0.22","","1","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43501","熊本県 錦町","","8,504","","***","","9,468,344","","1,700","","29,303","","0.40","","3","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43505","熊本県 多良木町","","16,586","","***","","8,734,050","","1,690","","6,378","","0.23","","6","","1","","***","","***","","***","","1",""
"2018100000","2018年度","43506","熊本県 湯前町","","4,837","","***","","3,008,374","","593","","2,542","","0.17","","1","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43507","熊本県 水上村","","19,096","","***","","1,554,487","","392","","1,415","","0.15","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43510","熊本県 相良村","","9,454","","***","","3,644,837","","797","","1,703","","0.19","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43511","熊本県 五木村","","25,292","","***","","1,028,610","","90","","406","","0.20","","1","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43512","熊本県 山江村","","12,119","","***","","2,586,920","","469","","798","","0.14","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43513","熊本県 球磨村","","20,758","","***","","2,623,794","","639","","X","","0.14","","2","","1","","***","","***","","***","","0",""
"2018100000","2018年度","43514","熊本県 あさぎり町","","15,956","","***","","13,773,607","","2,970","","12,433","","0.23","","5","","1","","***","","***","","***","","1",""
"2018100000","2018年度","43531","熊本県 苓北町","","6,758","","***","","6,557,253","","649","","2,512","","0.50","","4","","1","","***","","***","","***","","3",""
"2017100000","2017年度","43100","熊本県 熊本市","","39,032","","***","","933,759,310","","11,500","","467,396","","0.72","","94","","53","","***","","***","","***","","94",""
"2017100000","2017年度","43101","熊本県 熊本市 中央区","","2,545","","***","","-","","-","","13,761","","-","","20","","19","","***","","***","","***","","39",""
"2017100000","2017年度","43102","熊本県 熊本市 東区","","5,019","","***","","-","","-","","85,471","","-","","18","","10","","***","","***","","***","","17",""
"2017100000","2017年度","43103","熊本県 熊本市 西区","","8,933","","***","","-","","-","","26,640","","-","","14","","7","","***","","***","","***","","7",""
"2017100000","2017年度","43104","熊本県 熊本市 南区","","11,001","","***","","-","","-","","137,071","","-","","21","","8","","***","","***","","***","","16",""
"2017100000","2017年度","43105","熊本県 熊本市 北区","","11,534","","***","","-","","-","","204,454","","-","","21","","9","","***","","***","","***","","15",""
"2017100000","2017年度","43202","熊本県 八代市","","68,136","","***","","132,764,354","","7,390","","264,440","","0.49","","26","","16","","***","","***","","***","","11",""
"2017100000","2017年度","43203","熊本県 人吉市","","21,055","","***","","33,928,469","","1,540","","19,886","","0.43","","6","","3","","***","","***","","***","","11",""
"2017100000","2017年度","43204","熊本県 荒尾市","","5,737","","***","","51,372,391","","1,440","","37,439","","0.47","","10","","3","","***","","***","","***","","5",""
"2017100000","2017年度","43205","熊本県 水俣市","","16,329","","***","","23,641,407","","960","","71,206","","0.37","","8","","5","","***","","***","","***","","8",""
"2017100000","2017年度","43206","熊本県 玉名市","","15,260","","***","","71,104,301","","6,400","","58,522","","0.44","","21","","7","","***","","***","","***","","5",""
"2017100000","2017年度","43208","熊本県 山鹿市","","29,969","","***","","49,131,121","","6,970","","79,983","","0.33","","12","","6","","***","","***","","***","","6",""
"2017100000","2017年度","43210","熊本県 菊池市","","27,685","","***","","48,052,070","","5,940","","164,924","","0.43","","10","","5","","***","","***","","***","","5",""
"2017100000","2017年度","43211","熊本県 宇土市","","7,430","","***","","37,911,532","","1,870","","74,466","","0.51","","7","","4","","***","","***","","***","","1",""
"2017100000","2017年度","43212","熊本県 上天草市","","12,694","","***","","23,997,077","","1,220","","10,624","","0.25","","11","","7","","***","","***","","***","","1",""
"2017100000","2017年度","43213","熊本県 宇城市","","18,861","","***","","57,421,302","","5,660","","127,267","","0.39","","13","","5","","***","","***","","***","","8",""
"2017100000","2017年度","43214","熊本県 阿蘇市","","37,630","","***","","24,860,172","","9,190","","100,156","","0.35","","6","","3","","***","","***","","***","","4",""
"2017100000","2017年度","43215","熊本県 天草市","","68,386","","***","","72,766,752","","5,270","","30,220","","0.27","","21","","13","","***","","***","","***","","14",""
"2017100000","2017年度","43216","熊本県 合志市","","5,319","","***","","71,874,316","","2,200","","378,429","","0.66","","7","","3","","***","","***","","***","","5",""
"2017100000","2017年度","43348","熊本県 美里町","","14,400","","***","","7,869,807","","1,210","","3,605","","0.24","","3","","2","","***","","***","","***","","3",""
"2017100000","2017年度","43364","熊本県 玉東町","","2,433","","***","","4,666,649","","769","","2,366","","0.29","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43367","熊本県 南関町","","6,892","","***","","8,520,832","","1,460","","85,649","","0.38","","4","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43368","熊本県 長洲町","","1,943","","***","","15,853,234","","676","","173,113","","0.54","","4","","2","","***","","***","","***","","1",""
"2017100000","2017年度","43369","熊本県 和水町","","9,878","","***","","8,745,110","","1,960","","23,738","","0.23","","5","","2","","***","","***","","***","","1",""
"2017100000","2017年度","43403","熊本県 大津町","","9,910","","***","","39,710,898","","2,190","","244,282","","0.72","","7","","2","","***","","***","","***","","2",""
"2017100000","2017年度","43404","熊本県 菊陽町","","3,746","","***","","56,366,185","","1,440","","181,547","","0.93","","6","","2","","***","","***","","***","","4",""
"2017100000","2017年度","43423","熊本県 南小国町","","11,590","","***","","3,385,178","","1,050","","846","","0.21","","3","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43424","熊本県 小国町","","13,694","","***","","5,961,073","","1,570","","2,017","","0.22","","1","","1","","***","","***","","***","","1",""
"2017100000","2017年度","43425","熊本県 産山村","","6,081","","***","","1,097,803","","937","","X","","0.14","","1","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43428","熊本県 高森町","","17,506","","***","","5,434,729","","2,430","","6,829","","0.23","","1","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43432","熊本県 西原村","","7,722","","***","","5,197,366","","1,110","","38,369","","0.42","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43433","熊本県 南阿蘇村","","13,732","","***","","7,877,044","","3,150","","4,540","","0.28","","5","","1","","***","","***","","***","","1",""
"2017100000","2017年度","43441","熊本県 御船町","","9,903","","***","","14,266,091","","1,410","","9,549","","0.38","","6","","1","","***","","***","","***","","1",""
"2017100000","2017年度","43442","熊本県 嘉島町","","1,665","","***","","9,477,952","","813","","30,284","","0.67","","2","","1","","***","","***","","***","","2",""
"2017100000","2017年度","43443","熊本県 益城町","","6,568","","***","","24,917,098","","2,270","","61,902","","0.56","","5","","2","","***","","***","","***","","4",""
"2017100000","2017年度","43444","熊本県 甲佐町","","5,793","","***","","7,689,741","","1,150","","12,099","","0.30","","4","","1","","***","","***","","***","","2",""
"2017100000","2017年度","43447","熊本県 山都町","","54,467","","***","","11,618,846","","5,100","","5,244","","0.20","","7","","3","","***","","***","","***","","4",""
"2017100000","2017年度","43468","熊本県 氷川町","","3,336","","***","","10,547,924","","1,610","","616","","0.29","","3","","2","","***","","***","","***","","1",""
"2017100000","2017年度","43482","熊本県 芦北町","","23,400","","***","","13,827,444","","1,580","","15,112","","0.32","","9","","3","","***","","***","","***","","3",""
"2017100000","2017年度","43484","熊本県 津奈木町","","3,407","","***","","3,302,603","","306","","1,806","","0.21","","1","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43501","熊本県 錦町","","8,504","","***","","9,438,340","","1,710","","22,536","","0.39","","3","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43505","熊本県 多良木町","","16,586","","***","","8,690,175","","1,710","","6,567","","0.23","","6","","1","","***","","***","","***","","1",""
"2017100000","2017年度","43506","熊本県 湯前町","","4,837","","***","","2,955,818","","596","","2,527","","0.16","","1","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43507","熊本県 水上村","","19,096","","***","","1,530,030","","401","","1,403","","0.14","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43510","熊本県 相良村","","9,454","","***","","3,566,736","","800","","1,523","","0.18","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43511","熊本県 五木村","","25,292","","***","","1,033,337","","95","","X","","0.19","","1","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43512","熊本県 山江村","","12,119","","***","","2,550,974","","481","","676","","0.14","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43513","熊本県 球磨村","","20,758","","***","","2,494,141","","654","","X","","0.13","","2","","1","","***","","***","","***","","0",""
"2017100000","2017年度","43514","熊本県 あさぎり町","","15,956","","***","","13,366,742","","2,980","","12,027","","0.23","","5","","1","","***","","***","","***","","1",""
"2017100000","2017年度","43531","熊本県 苓北町","","6,758","","***","","6,437,136","","655","","2,692","","0.51","","4","","1","","***","","***","","***","","3",""
"2016100000","2016年度","43100","熊本県 熊本市","","39,032","","***","","973,168,782","","11,600","","411,067","","0.72","","97","","53","","***","","***","","***","","94",""
"2016100000","2016年度","43101","熊本県 熊本市 中央区","","2,545","","***","","-","","-","","14,460","","-","","20","","19","","***","","***","","***","","39",""
"2016100000","2016年度","43102","熊本県 熊本市 東区","","5,019","","***","","-","","-","","80,179","","-","","18","","10","","***","","***","","***","","17",""
"2016100000","2016年度","43103","熊本県 熊本市 西区","","8,933","","***","","-","","-","","27,344","","-","","17","","7","","***","","***","","***","","7",""
"2016100000","2016年度","43104","熊本県 熊本市 南区","","11,001","","***","","-","","-","","121,765","","-","","21","","8","","***","","***","","***","","16",""
"2016100000","2016年度","43105","熊本県 熊本市 北区","","11,534","","***","","-","","-","","167,318","","-","","21","","9","","***","","***","","***","","15",""
"2016100000","2016年度","43202","熊本県 八代市","","68,136","","***","","129,246,284","","7,420","","246,380","","0.49","","27","","16","","***","","***","","***","","11",""
"2016100000","2016年度","43203","熊本県 人吉市","","21,055","","***","","33,936,147","","1,550","","20,223","","0.43","","6","","3","","***","","***","","***","","11",""
"2016100000","2016年度","43204","熊本県 荒尾市","","5,737","","***","","50,786,256","","1,470","","34,706","","0.46","","10","","3","","***","","***","","***","","5",""
"2016100000","2016年度","43205","熊本県 水俣市","","16,329","","***","","23,543,158","","976","","72,713","","0.36","","8","","5","","***","","***","","***","","8",""
"2016100000","2016年度","43206","熊本県 玉名市","","15,260","","***","","69,095,614","","6,410","","57,599","","0.44","","21","","7","","***","","***","","***","","5",""
"2016100000","2016年度","43208","熊本県 山鹿市","","29,969","","***","","48,014,386","","6,980","","79,025","","0.33","","15","","6","","***","","***","","***","","6",""
"2016100000","2016年度","43210","熊本県 菊池市","","27,685","","***","","46,384,494","","5,950","","157,288","","0.43","","10","","5","","***","","***","","***","","5",""
"2016100000","2016年度","43211","熊本県 宇土市","","7,430","","***","","37,794,260","","1,890","","63,303","","0.51","","7","","4","","***","","***","","***","","1",""
"2016100000","2016年度","43212","熊本県 上天草市","","12,691","","***","","23,616,496","","1,240","","11,828","","0.25","","11","","7","","***","","***","","***","","1",""
"2016100000","2016年度","43213","熊本県 宇城市","","18,861","","***","","57,693,441","","5,700","","112,647","","0.39","","13","","5","","***","","***","","***","","8",""
"2016100000","2016年度","43214","熊本県 阿蘇市","","37,630","","***","","25,586,690","","9,170","","97,877","","0.36","","6","","3","","***","","***","","***","","4",""
"2016100000","2016年度","43215","熊本県 天草市","","68,386","","***","","71,918,107","","5,400","","29,785","","0.27","","22","","13","","***","","***","","***","","14",""
"2016100000","2016年度","43216","熊本県 合志市","","5,319","","***","","71,471,882","","2,220","","328,678","","0.64","","7","","3","","***","","***","","***","","5",""
"2016100000","2016年度","43348","熊本県 美里町","","14,400","","***","","7,800,646","","1,210","","3,330","","0.25","","3","","2","","***","","***","","***","","3",""
"2016100000","2016年度","43364","熊本県 玉東町","","2,433","","***","","4,611,730","","785","","2,354","","0.27","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43367","熊本県 南関町","","6,892","","***","","8,248,963","","1,490","","75,112","","0.37","","4","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43368","熊本県 長洲町","","1,943","","***","","15,514,498","","680","","181,511","","0.54","","4","","2","","***","","***","","***","","1",""
"2016100000","2016年度","43369","熊本県 和水町","","9,878","","***","","9,343,145","","1,970","","25,878","","0.23","","5","","2","","***","","***","","***","","1",""
"2016100000","2016年度","43403","熊本県 大津町","","9,910","","***","","40,158,821","","2,110","","201,934","","0.70","","7","","2","","***","","***","","***","","2",""
"2016100000","2016年度","43404","熊本県 菊陽町","","3,746","","***","","54,828,836","","1,430","","257,524","","0.92","","6","","2","","***","","***","","***","","4",""
"2016100000","2016年度","43423","熊本県 南小国町","","11,590","","***","","3,417,151","","1,040","","885","","0.21","","3","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43424","熊本県 小国町","","13,694","","***","","5,856,959","","1,590","","1,804","","0.22","","1","","1","","***","","***","","***","","1",""
"2016100000","2016年度","43425","熊本県 産山村","","6,081","","***","","1,063,016","","946","","X","","0.14","","1","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43428","熊本県 高森町","","17,506","","***","","5,231,196","","2,440","","6,374","","0.23","","2","","2","","***","","***","","***","","0",""
"2016100000","2016年度","43432","熊本県 西原村","","7,722","","***","","7,662,250","","1,110","","21,868","","0.41","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43433","熊本県 南阿蘇村","","13,732","","***","","9,596,641","","2,940","","3,841","","0.29","","5","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43441","熊本県 御船町","","9,903","","***","","15,671,355","","1,400","","9,960","","0.37","","6","","1","","***","","***","","***","","1",""
"2016100000","2016年度","43442","熊本県 嘉島町","","1,665","","***","","10,658,682","","813","","18,132","","0.68","","2","","1","","***","","***","","***","","2",""
"2016100000","2016年度","43443","熊本県 益城町","","6,568","","***","","35,331,474","","2,120","","59,303","","0.56","","5","","2","","***","","***","","***","","4",""
"2016100000","2016年度","43444","熊本県 甲佐町","","5,793","","***","","8,341,912","","1,170","","11,303","","0.30","","4","","1","","***","","***","","***","","2",""
"2016100000","2016年度","43447","熊本県 山都町","","54,467","","***","","11,515,864","","5,030","","4,473","","0.20","","7","","3","","***","","***","","***","","4",""
"2016100000","2016年度","43468","熊本県 氷川町","","3,336","","***","","10,835,103","","1,620","","594","","0.28","","3","","2","","***","","***","","***","","1",""
"2016100000","2016年度","43482","熊本県 芦北町","","23,398","","***","","13,646,411","","1,600","","14,277","","0.30","","9","","3","","***","","***","","***","","3",""
"2016100000","2016年度","43484","熊本県 津奈木町","","3,409","","***","","3,249,079","","315","","1,680","","0.20","","1","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43501","熊本県 錦町","","8,504","","***","","9,377,998","","1,720","","20,639","","0.37","","3","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43505","熊本県 多良木町","","16,586","","***","","8,518,786","","1,710","","5,046","","0.22","","6","","1","","***","","***","","***","","1",""
"2016100000","2016年度","43506","熊本県 湯前町","","4,837","","***","","2,863,888","","598","","2,690","","0.16","","1","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43507","熊本県 水上村","","19,096","","***","","1,506,341","","416","","1,445","","0.13","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43510","熊本県 相良村","","9,454","","***","","3,429,685","","805","","1,480","","0.18","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43511","熊本県 五木村","","25,292","","***","","1,000,630","","108","","X","","0.17","","1","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43512","熊本県 山江村","","12,119","","***","","2,421,684","","503","","872","","0.13","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43513","熊本県 球磨村","","20,758","","***","","2,432,184","","684","","X","","0.13","","2","","1","","***","","***","","***","","0",""
"2016100000","2016年度","43514","熊本県 あさぎり町","","15,956","","***","","13,024,777","","2,980","","11,071","","0.23","","5","","1","","***","","***","","***","","1",""
"2016100000","2016年度","43531","熊本県 苓北町","","6,758","","***","","6,516,489","","661","","2,929","","0.52","","4","","1","","***","","***","","***","","3",""
"2015100000","2015年度","43100","熊本県 熊本市","","39,032","","***","","929,438,785","","11,700","","391,066","","0.71","","96","","53","","***","","***","","***","","94",""
"2015100000","2015年度","43101","熊本県 熊本市 中央区","","2,545","","***","","-","","-","","13,958","","-","","20","","19","","***","","***","","***","","39",""
"2015100000","2015年度","43102","熊本県 熊本市 東区","","5,019","","***","","-","","-","","81,413","","-","","18","","10","","***","","***","","***","","17",""
"2015100000","2015年度","43103","熊本県 熊本市 西区","","8,933","","***","","-","","-","","20,916","","-","","17","","7","","***","","***","","***","","7",""
"2015100000","2015年度","43104","熊本県 熊本市 南区","","11,001","","***","","-","","-","","122,376","","-","","21","","8","","***","","***","","***","","16",""
"2015100000","2015年度","43105","熊本県 熊本市 北区","","11,534","","***","","-","","-","","152,403","","-","","20","","9","","***","","***","","***","","15",""
"2015100000","2015年度","43202","熊本県 八代市","","68,136","","***","","127,825,346","","7,450","","246,241","","0.48","","27","","16","","***","","***","","***","","12",""
"2015100000","2015年度","43203","熊本県 人吉市","","21,055","","***","","33,361,685","","1,570","","17,228","","0.42","","6","","3","","***","","***","","***","","11",""
"2015100000","2015年度","43204","熊本県 荒尾市","","5,737","","***","","49,617,730","","1,470","","37,298","","0.46","","10","","3","","***","","***","","***","","5",""
